"","phi.cor[1,2]","phi.cor[1,3]","phi.cor[1,4]","phi.cor[2,3]","phi.cor[2,4]","phi.cor[3,4]"
"1",0.346385473796123,0.719138653019329,0.923640792085438,0.079895661188087,0.471592127672574,0.823681356860021
"2",0.428471158181994,0.69175635527401,0.90759787246026,0.144501825456074,0.499777129028973,0.852055984142997
"3",0.37715094363411,0.625794500987689,0.833220013685328,0.230553318112454,0.542183625787673,0.870977433323265
"4",0.193447353459668,0.473664593469669,0.714581072249394,0.0260570511968892,0.385568746765624,0.859518420345209
"5",0.431312686540576,0.358966108359336,0.695398344074596,0.0139275048582907,0.506568941030316,0.810052376692379
"6",0.563370230996569,0.27334796637478,0.71659192943781,0.0300821943196828,0.557978574241326,0.77676942137947
"7",0.641196614879977,0.0596095826187469,0.733221744088063,-0.141559067307526,0.637306516879146,0.580627887003164
"8",0.672286388257364,0.0407906339878698,0.671046492047316,-0.0279127485112737,0.656005250709292,0.658542341663769
"9",0.734819347543174,-0.0068005271352315,0.680099886233985,0.164975954954723,0.784263450656949,0.650183212976067
"10",0.780461879574049,-0.0822169338929864,0.701358807204013,0.177554354475893,0.852144311598599,0.583374728050965
"11",0.801854590938921,0.093907500890496,0.743496892537553,0.259135974837583,0.842826043437902,0.663044347721302
"12",0.785270430456461,0.115394763824508,0.685810638956069,0.419033447688201,0.866354421095784,0.739525204379818
"13",0.728353146874522,0.101946251137721,0.576368032967957,0.433153626024328,0.817410875065997,0.81656917201646
"14",0.756432415129102,0.241116286835734,0.620486310365036,0.526743197244399,0.842088831213109,0.853023914698097
"15",0.625994957798391,0.201076076521297,0.538442580507395,0.41734031025448,0.785102862306513,0.834580966018749
"16",0.590771391192739,0.264162750743884,0.578011450673291,0.440075423050255,0.78719491205424,0.857509683575327
"17",0.523929295454011,0.286612113928158,0.552988316249609,0.412255424161216,0.730736231878868,0.880741720663292
"18",0.602964629961824,0.340483291737301,0.625263841616466,0.448007229535618,0.781923292292616,0.863137893451923
"19",0.661019679114723,0.235085142946341,0.601086492844916,0.464768097605807,0.799013641457731,0.862552612070126
"20",0.541839390982085,-0.00446964681989592,0.432910139307394,0.42188015819517,0.745923024663196,0.859939626183165
"21",0.48878222807938,0.156116259336835,0.519950480804369,0.478988853688368,0.734358648891463,0.888604405016514
"22",0.473604832587362,-0.0458860744656302,0.404201278551296,0.312883773584973,0.658478674913742,0.855194275711117
"23",0.559994862709144,0.103724895858689,0.544555229370338,0.207696709678098,0.568663209587211,0.853597796654392
"24",0.689623337087087,0.0701039224383415,0.662296512756866,0.137414791508535,0.641822123509655,0.74841582804062
"25",0.805847265613766,0.0633743084787115,0.738599752078369,-0.0552743620707818,0.616552340922827,0.663201993515048
"26",0.858810829641442,0.0700615864073723,0.794234874267163,0.0488972020105574,0.724381129477506,0.602520479638591
"27",0.82834893172577,0.20732372715004,0.772776687191017,0.253096100353949,0.699136960804139,0.724567764883045
"28",0.823959909968452,0.250954702686569,0.797047933064031,0.197955441965509,0.680452812374956,0.702548335612775
"29",0.775398320498348,0.483911572475674,0.793548133762113,0.365393701080008,0.656019410650188,0.8255906012978
"30",0.77878296818717,0.624399992366476,0.804943120541581,0.541705119656372,0.746443644536685,0.86348832447787
"31",0.780292056763917,0.676491586741267,0.805831011720246,0.573754384278079,0.759972990041636,0.85276659039506
"32",0.699451212435859,0.605971996718274,0.732940300671745,0.563579387686087,0.789970983819033,0.775595932729025
"33",0.7021970062799,0.531186777718871,0.713948392732323,0.614485066940995,0.773027788012969,0.764019979927678
"34",0.582464183780473,0.408848326433834,0.626598325561305,0.558117797525205,0.711972402601001,0.80130891184625
"35",0.62053656574654,0.394751266336912,0.612370200504161,0.667717097991997,0.755423173919507,0.790176934449436
"36",0.598692834296542,0.301139020357524,0.665436151406508,0.590536588917705,0.746144956420113,0.778499508324244
"37",0.513987959901894,0.2796312474634,0.506564167553294,0.625398160585621,0.670698738101213,0.84003499745703
"38",0.436495065719951,0.195088085530842,0.463947107525381,0.730396487265719,0.677168552205601,0.804137799782572
"39",0.489412442152346,0.360556944059275,0.470027106489286,0.729502220446861,0.754908349164074,0.847809558714042
"40",0.467301162687352,0.332232317227365,0.468181414284295,0.759145369320797,0.810081851089731,0.818228266974818
"41",0.514316732395541,0.469561612895131,0.548761254914472,0.785772686850226,0.780140763826147,0.836885153481479
"42",0.628119022128299,0.512479634478495,0.640185642094218,0.832496237536082,0.835524374623359,0.819742922446233
"43",0.666687875193715,0.652958737150964,0.645882189504899,0.879821786859334,0.825928391282607,0.825531689676106
"44",0.720900153474456,0.670174705176896,0.719064066878579,0.882920070321769,0.850255604022585,0.823661038694893
"45",0.71164508775976,0.699224932843717,0.717747259804748,0.854283313230912,0.902157677408294,0.850671934691214
"46",0.841217650775867,0.717899963132549,0.776344881169267,0.867674758664726,0.936120246568856,0.84492286510983
"47",0.797194183112005,0.58798222553516,0.680709894283996,0.872760916814536,0.919466338396772,0.85765178541724
"48",0.786301259339085,0.647509718959811,0.714898451479216,0.902673366102525,0.944212736797272,0.888384446405667
"49",0.816021509516509,0.592446520035942,0.744439688734337,0.860426358052391,0.921076022863986,0.776461118803356
"50",0.732314537110711,0.547788346605786,0.659228214970428,0.876831021988125,0.919329975084992,0.804853735549519
"51",0.654131627283739,0.511190518009417,0.556842773641707,0.900763273215316,0.936078083468641,0.869970747118944
"52",0.598855899649639,0.507763625543023,0.464627756955522,0.899700217767368,0.908624546568887,0.871147903358986
"53",0.542032855057065,0.470239255171803,0.3895206030319,0.930476753282701,0.902697920302487,0.894273268179073
"54",0.62573072500997,0.558823827518889,0.458407650395672,0.957050679458438,0.899914438077217,0.891673274892425
"55",0.528405947152681,0.395750325551054,0.304965353593219,0.938871762196984,0.8857456630211,0.876730270623229
"56",0.770249690223281,0.643146840323044,0.569503159778073,0.934067647433953,0.901910707734143,0.888162942905207
"57",0.876043265024189,0.788385177125766,0.64261669927405,0.932996209085285,0.862029280035459,0.837959145267609
"58",0.876952392384677,0.831882390158933,0.699779885719614,0.944209651709486,0.891221434082352,0.852108704034942
"59",0.891834774611037,0.882766939195592,0.742917913515109,0.946080624622474,0.906336000871007,0.840826325986041
"60",0.858613801905283,0.822240440288322,0.747619743532111,0.94061144205995,0.922508284780687,0.871049942583629
"61",0.817184785547527,0.81697733031462,0.743269278281535,0.945162574374714,0.914199185279877,0.853837144675233
"62",0.820333008825998,0.795158484376709,0.787131025412807,0.912159641902997,0.909668478135184,0.830176138346344
"63",0.852346400930969,0.819327265597956,0.79590614770751,0.908208841858066,0.929660738939967,0.846358699543386
"64",0.852871645794262,0.843715333582755,0.79190204450128,0.886670726355374,0.932383258126805,0.823031900413519
"65",0.895315049735911,0.829158790313017,0.786635993446312,0.867772444214036,0.911599406078532,0.750584659075736
"66",0.892130003708908,0.845534207944625,0.763045480767011,0.889670075219457,0.883323818802773,0.768566906055156
"67",0.916196034189675,0.842097164129373,0.765213861455765,0.873802555047245,0.833945483382457,0.704317243140756
"68",0.905039342306251,0.862834647032498,0.812511871028448,0.85804967454646,0.882952337335337,0.733651143510647
"69",0.917109512659093,0.841915620777157,0.783515107605954,0.858256789911249,0.869687931920166,0.726010203097589
"70",0.917252197993767,0.874323709217855,0.716650707127816,0.839524222112337,0.848118070747019,0.661283941195658
"71",0.876001857286274,0.911942991761358,0.664890596307681,0.827868428357291,0.840893660573097,0.625256216085449
"72",0.843299295796622,0.928954970694511,0.708118865341625,0.794959225556068,0.859492716400921,0.648635121626331
"73",0.818987401107203,0.882831164968558,0.735560552412357,0.713280750608386,0.893031617767848,0.603382623647099
"74",0.847457604969337,0.917398462328672,0.693398427917515,0.758483444731463,0.876863118928843,0.614278643143744
"75",0.838752859461325,0.927490305841879,0.670273368833702,0.753205676955438,0.792229809321336,0.567262176146594
"76",0.873329682301497,0.923565531460969,0.68359114301896,0.826375218250497,0.754585005228627,0.578909905612034
"77",0.931373826541342,0.925989464803206,0.730845362605544,0.881111190804677,0.72185836679455,0.580285092852954
"78",0.913150387517811,0.914792473278852,0.758907713675343,0.844680208491389,0.752858494852457,0.567544729037172
"79",0.849082702424136,0.904236320850979,0.700378245993126,0.822339118278775,0.601387720698331,0.44747955700895
"80",0.78583041609561,0.878616778923515,0.762631703352262,0.843037406759354,0.556438858845893,0.473187190129276
"81",0.793591026316314,0.87391520460515,0.775790318910942,0.888227939161666,0.567523451540709,0.541746406720137
"82",0.777911247780046,0.910113832330942,0.779038961485745,0.858950515909323,0.616824271232357,0.626836235167912
"83",0.707404940223828,0.862073645290506,0.822807754402268,0.833557011297113,0.566759732161498,0.566425277618947
"84",0.671321964204592,0.792445284112901,0.837138202858631,0.841450417779091,0.462295716789801,0.490728623016521
"85",0.689052018092695,0.781652348223234,0.818314296515647,0.862896478937345,0.52456470114166,0.561099157804852
"86",0.669774671328554,0.785665948060569,0.817780338074805,0.837730460599838,0.599149828472762,0.611024716278119
"87",0.514093031682781,0.64328598484715,0.745687433958416,0.767298070533514,0.427523182791686,0.341897412065609
"88",0.598681350620656,0.739360106665721,0.736099133373295,0.714630210805618,0.598374200647076,0.456538450015863
