"","model_2_f1","model_2_f2","model_2_f3","model_2_f4"
"1",0.922141933260525,0.819679470474479,0.894336893694867,0.863191544886713
"2",0.919164274065066,0.815880073697285,0.892901124877872,0.864045421036566
"3",0.922356277458581,0.818123571965693,0.895763890015573,0.864267615991455
"4",0.923877224108657,0.827425216173238,0.888587293412487,0.8704328382819
"5",0.923418225483085,0.813336560121564,0.889447608074636,0.866178669438207
"6",0.924743407877709,0.814511400950978,0.890866667805185,0.872291446072158
"7",0.9245946613687,0.807958991765108,0.896200853037929,0.876653366158871
"8",0.925148828996953,0.819628993926033,0.910962842074489,0.868126686460767
"9",0.922396808496906,0.817495255937937,0.907450092947621,0.869850566740056
"10",0.921971577035012,0.823149013118433,0.902856620078663,0.869934277892801
"11",0.918065195449302,0.81978611626299,0.900254523866587,0.874701784222497
"12",0.919056730285507,0.815518085653567,0.901225743390256,0.872212960567336
"13",0.922132192404433,0.814158523562378,0.907527428024895,0.857808123586895
"14",0.921781391805531,0.811120633719154,0.900412308595655,0.860637460633823
"15",0.920962001767229,0.804873684556798,0.903626077318303,0.8594198228038
"16",0.916746506880127,0.812840502381641,0.904324513827847,0.857221723322278
"17",0.918908389526236,0.828354443438429,0.901167106388574,0.853095907275423
"18",0.918392566281575,0.818666183706472,0.895903665096779,0.849846367902991
"19",0.91866706957261,0.813374510996272,0.891110895628576,0.848752066511823
"20",0.919508805201599,0.797006024291918,0.900250216394247,0.845738300700762
"21",0.911602948539168,0.802304892218644,0.905197072883281,0.844487347259033
"22",0.910907884995613,0.805243056222348,0.90217549964535,0.846485599133269
"23",0.908226040409357,0.794994708512727,0.893914756932176,0.848682368936779
"24",0.909827874336691,0.796093788518119,0.885551243840162,0.848745674562431
"25",0.911506334198001,0.799841119968689,0.885602436728198,0.846582885615483
"26",0.914688709044847,0.801712482664431,0.884448187031109,0.844439791766728
"27",0.914297656229833,0.807281699992864,0.874897483434108,0.846538927850573
"28",0.914794594731792,0.800642429633195,0.868387416389641,0.844243765783567
"29",0.916812309412268,0.794280074119111,0.858498605196329,0.841195359507461
"30",0.913404575231513,0.812021782989416,0.855468045960273,0.849309871041635
"31",0.913114092837005,0.802250480134799,0.855649031194037,0.836747653663271
"32",0.914436295297747,0.797413885083592,0.857134667297998,0.845674691006233
"33",0.915393669202147,0.804542274686217,0.856232041091731,0.842689503690484
"34",0.914698602156186,0.809838749451259,0.854225978805179,0.850194413605262
"35",0.915455650427614,0.801467987600629,0.86261181823139,0.849070089660809
"36",0.917759281017941,0.802188090591475,0.862005232854419,0.843866014721991
"37",0.913951727947274,0.809832503749093,0.865325633662147,0.830805574407745
"38",0.913325641974583,0.809104782095996,0.863026363969079,0.828389857842199
"39",0.911116739600653,0.796263963422829,0.863417937944931,0.810015796027616
"40",0.908375065022507,0.798614287917944,0.876660600782596,0.820014045374917
"41",0.91054105145494,0.800217124430115,0.881285019136651,0.824838452940585
"42",0.912428917006101,0.81021194379725,0.881418477675712,0.822907364518932
"43",0.90847176675087,0.797704534950362,0.884194567946773,0.829312422338557
"44",0.913034623323324,0.803538238003792,0.88652369459871,0.841003704885974
"45",0.913589143367528,0.802561873094284,0.887916903839899,0.83962660962355
"46",0.913865404099979,0.797895394071279,0.891199048325606,0.840472889519123
"47",0.914560554418922,0.791130095154001,0.893358322006153,0.845685317404355
"48",0.914775059161939,0.796376313396821,0.888613288868117,0.847578185559132
"49",0.919928284523822,0.795053106773022,0.884156740169732,0.848307418709695
"50",0.919102024513677,0.793921612218689,0.885076968363658,0.848250673304189
"51",0.914780960301435,0.804326351266848,0.891763910878193,0.849386524599165
