"","model_3_f1","model_3_f2","model_3_f3","model_3_f4"
"1",0.902492497917135,0.80780647274206,0.81485240649259,0.859044811792649
"2",0.901955856443436,0.809047994511564,0.817631242014466,0.854251920930779
"3",0.90449366894521,0.81091479182352,0.817867029674912,0.849390247840179
"4",0.898144506130315,0.809059124798243,0.826948436084664,0.84314583965933
"5",0.897617058338904,0.796206974326146,0.826346226687278,0.833680039828916
"6",0.902439089797331,0.80247567226198,0.834403327139576,0.836671533038358
"7",0.906622993602163,0.803230384443746,0.835272592448512,0.841741031078971
"8",0.907068951230667,0.808275258778719,0.833669747774483,0.847064994750835
"9",0.910780052198347,0.806258887592209,0.833358290736779,0.849809708321781
"10",0.917781157311798,0.808635372455054,0.840372948397021,0.846930009381051
"11",0.919942537219941,0.809121745760584,0.83387295329446,0.831837321673523
"12",0.918642556058811,0.817967359700533,0.839959828331122,0.844269195477675
"13",0.916767563014781,0.809940980103841,0.826947859839491,0.851007441893688
"14",0.91601184850048,0.814061657804559,0.833771971722874,0.854748672821272
"15",0.917367076832542,0.817218634186398,0.828667806337623,0.858293487432496
"16",0.911355509398694,0.807709900729445,0.834078249841029,0.865420218464498
"17",0.908689746557451,0.807435905903656,0.846212324930189,0.860767548066771
"18",0.907529592447691,0.809664676106624,0.838755914710165,0.857346298489988
"19",0.902013481110925,0.812614360630752,0.845476617496447,0.859371162020658
"20",0.906854875534374,0.808774586003756,0.852381346061174,0.85303417993297
"21",0.909141648344253,0.812320474415394,0.843941858391645,0.852644852589986
"22",0.911779567698834,0.819473001151488,0.845467165602472,0.859824475677151
"23",0.908893071257633,0.8212155254709,0.838526542384535,0.853709644323814
"24",0.911997456405387,0.823632496653982,0.826222332917321,0.850872325567006
"25",0.90697659921934,0.819849960692147,0.809489690709772,0.848158444376735
"26",0.90858808970074,0.822183635200369,0.817405864411746,0.85029807592717
"27",0.911275704951892,0.825832408016422,0.818690205220876,0.846825648028965
"28",0.906264137410469,0.816287997858639,0.817297334891481,0.858957875611979
"29",0.908555953254413,0.810622008173332,0.8234921312712,0.8562508751241
"30",0.912236824248196,0.803288341457966,0.830823275447638,0.854280680624179
"31",0.914377188672068,0.80191882906028,0.832177871436635,0.849657029571659
"32",0.911343844360707,0.801393304164841,0.821357907362423,0.844453039507829
"33",0.918037754218837,0.805838951700022,0.826513374423278,0.851257537049549
"34",0.914106120150679,0.804820676006429,0.824416926622655,0.845654918551947
"35",0.912864898597527,0.807999167778384,0.819181073907057,0.838484799880514
"36",0.910909070735882,0.810013339187206,0.810519879996835,0.848305657295741
"37",0.909923133966568,0.811697658302246,0.812196684544297,0.853551556325831
"38",0.911373096339049,0.798109217943955,0.821790395268812,0.849841408605664
"39",0.912961019294491,0.795660047405625,0.814027288157079,0.85249034419797
"40",0.91262173561923,0.793047612306187,0.818358450824175,0.855431859006101
"41",0.911461604459749,0.813850186929199,0.826497790320289,0.856516134854544
"42",0.913900940657306,0.815583924571546,0.824217395755902,0.854142052581607
"43",0.912897722413935,0.817944023694884,0.827967581498895,0.860123627988484
"44",0.911757445184397,0.804905466618083,0.828090092262541,0.85735985102398
"45",0.913150162332865,0.810300778947157,0.826141514367301,0.863884177414929
"46",0.916835828478391,0.81716613794356,0.815774014897257,0.856773139183937
"47",0.914570963616257,0.817891035177294,0.817998779721595,0.868316872549834
