"","phi.cor[1,2]","phi.cor[1,3]","phi.cor[1,4]","phi.cor[2,3]","phi.cor[2,4]","phi.cor[3,4]"
"1",-0.685920436275967,0.916465908440022,-0.215706120396569,-0.552489682512063,0.816131973559444,-0.102028788865182
"2",-0.711462655170666,0.914416191646767,-0.232076798494143,-0.618587352460106,0.807912941297607,-0.161707088643927
"3",-0.598853596568996,0.939140714966049,-0.101232454218615,-0.53995056254459,0.817633334891375,-0.067615840220572
"4",-0.647581506914874,0.927090086760732,-0.203758379058918,-0.500059056220998,0.841028236476508,-0.0690545418713604
"5",-0.708563321384455,0.933118267507894,-0.245419416723912,-0.549886842149285,0.828571122283446,-0.09362323082217
"6",-0.716460338983647,0.930601374410859,-0.350266589781189,-0.626303872027955,0.877660217746263,-0.274397802902788
"7",-0.707657797235427,0.94219590733354,-0.35865697531231,-0.587318706290995,0.878950690960612,-0.243584678698783
"8",-0.749401772403191,0.952978172096362,-0.36735177529287,-0.652525750722118,0.855099322780963,-0.283864296115912
"9",-0.728010730230087,0.943908332645749,-0.294335756733263,-0.597373234366957,0.835732697922606,-0.192682966488771
"10",-0.725273688683729,0.935582971742843,-0.334006847805889,-0.580358191660831,0.85400058971755,-0.222406875633411
"11",-0.762502311801093,0.939700687874956,-0.372370722371595,-0.604091098609585,0.851736165312667,-0.228197596710677
"12",-0.74869324724147,0.904335943674099,-0.441221798331442,-0.508973888607823,0.890273531075419,-0.236646356442383
"13",-0.719106853177685,0.883120468153821,-0.425651174113829,-0.440029077261792,0.903298401182917,-0.188682406388282
"14",-0.683252823906351,0.886370380324763,-0.401304496673344,-0.396552750879039,0.901534956527825,-0.147701815585618
"15",-0.626639863688346,0.872749927202002,-0.394643967647731,-0.305557475099858,0.928606274259464,-0.129165842404501
"16",-0.630609980505209,0.846069031878632,-0.387453025787311,-0.250071229248263,0.921786865108174,-0.0470376030780254
"17",-0.595055195996487,0.884315342951935,-0.322026166779344,-0.26553730671522,0.911075103584833,-0.0234453071681465
"18",-0.589784612217699,0.863346830951791,-0.30046691223281,-0.227986587360926,0.914465015617025,0.0355376765092923
"19",-0.529830842075401,0.853207598554715,-0.170826956504151,-0.125499789218905,0.900726303102347,0.214088758856205
"20",-0.647331332649685,0.873492016633051,-0.317439891515478,-0.385765231443186,0.902161379453011,-0.0790637243752717
"21",-0.462420779855504,0.917840618790447,-0.0227402969483196,-0.223019809409594,0.869259837042053,0.192787007708789
"22",-0.380670933340515,0.901338098436669,0.114563630713396,-0.152701756124999,0.840329653590547,0.303409956208708
"23",-0.493997747864506,0.889366249996998,-0.0855610789884143,-0.248391876207918,0.881994772542118,0.17670307170386
"24",-0.621124003170731,0.907305040177879,-0.218943723262575,-0.479415635852435,0.867062794532357,-0.0273756142871044
"25",-0.601089338974415,0.918899208776879,-0.273407460200832,-0.475928153720078,0.903083416956242,-0.104951167547793
"26",-0.695305705805368,0.893778624318799,-0.405700576419086,-0.582127166963559,0.906682511366779,-0.228067503311839
"27",-0.619209235579719,0.864218120164426,-0.38034208422431,-0.609183047034556,0.922118971469509,-0.305121714407885
"28",-0.600687198507352,0.889877714094925,-0.306246582746251,-0.533572435209284,0.910857285089015,-0.175734303052127
"29",-0.444318081622371,0.871572462048715,-0.156712828282327,-0.38225780059653,0.913072725203818,-0.0363968687720451
"30",-0.400705442620998,0.902015996614292,-0.114322307333845,-0.330904475107554,0.922647848652987,-0.00530404333610781
"31",-0.541889195617803,0.888358621732358,-0.217959209012943,-0.440753868050237,0.903941913096929,-0.0785242564983317
"32",-0.555008658898794,0.920223530482111,-0.17965604272522,-0.541563644786537,0.891839613723726,-0.151533854409503
"33",-0.564863729535118,0.917880489288541,-0.166045642442461,-0.541389926015729,0.876320311340111,-0.13338943602328
"34",-0.533539720563932,0.896463375928719,-0.17271014106541,-0.430526960506295,0.902761077936096,-0.0973637790087989
"35",-0.433659381934921,0.87021398619354,-0.0772370909330293,-0.369884883342575,0.887979247700822,-0.0863241755113331
"36",-0.410091838673801,0.829584446300582,-0.0306835610207788,-0.446407800297749,0.869440975411651,-0.17821042032175
"37",-0.659054727643627,0.888242477611649,-0.312637994157847,-0.678886158802111,0.876556797310328,-0.433492553662418
"38",-0.597543354513849,0.882843681782158,-0.284100888021748,-0.502806165606859,0.889872948151189,-0.269867618830522
"39",-0.659492466001546,0.9085093394617,-0.35123578492032,-0.581252794936001,0.907020343277531,-0.33618192926466
