"","model_4_f1","model_4_f2","model_4_f3","model_4_f4"
"1",0.861850775498271,0.8709972217339,0.681304367428547,0.900116907134295
"2",0.858038993151181,0.876330348443886,0.699395657668016,0.903835046881844
"3",0.855693144268003,0.872084448210021,0.695770017562514,0.902695203833748
"4",0.863870735559941,0.875192249109426,0.668096625675229,0.899191152704405
"5",0.860577390299383,0.872993248538505,0.659613248404477,0.897919171905372
"6",0.854385622826343,0.865019605464421,0.654178433848587,0.890217025476506
"7",0.860205235787014,0.862398833076939,0.666773575143662,0.892352702930336
"8",0.850398013767832,0.863684954940747,0.6859810557114,0.893730940327723
"9",0.846382200063635,0.855234074752521,0.685490134448401,0.895250508918137
"10",0.843532330222175,0.855703330620879,0.67318324274661,0.898122148144461
"11",0.846393961499137,0.856857531483823,0.687581303654795,0.897968604991334
"12",0.846727848762839,0.858603548692345,0.681581375697682,0.90190976085756
"13",0.839408716794079,0.856868451081196,0.68948285087956,0.898019968197323
"14",0.839905159233123,0.864081181740818,0.693321055609029,0.892803508516456
"15",0.850554250884113,0.861631549685578,0.697768371898044,0.896631800670705
"16",0.847239339637307,0.871174421396523,0.707358775956294,0.894318728805152
"17",0.85546567598841,0.871543579748344,0.697725896116136,0.892466496672504
"18",0.862031686554666,0.874691072392348,0.694008293729676,0.900252563915711
"19",0.854044262767348,0.869307221157349,0.692328067482582,0.89975456501392
"20",0.853351856722228,0.864103243922948,0.678697346410965,0.90437888311417
"21",0.849421672240949,0.865247330783091,0.692789665158297,0.902802654618909
"22",0.853361724901166,0.865785095375219,0.71396334489285,0.903745977555497
"23",0.855271943711145,0.866929948553926,0.703274663642551,0.906301746997788
"24",0.854680222001842,0.873722941901319,0.694730872859089,0.906574513544227
"25",0.85653751613791,0.864616624778872,0.702561552769177,0.909862591155612
"26",0.860763540681983,0.861631619782044,0.695913672339474,0.907482550626739
"27",0.858626578873801,0.865151191701816,0.714224331590332,0.909502769957915
"28",0.855723037109535,0.863110828191911,0.718010132569331,0.907876879048407
"29",0.85332624090457,0.864766350812534,0.72804420488841,0.90678798232481
"30",0.846182767909608,0.862565003067851,0.728478796498888,0.908155177733591
"31",0.856219500970236,0.86613392799729,0.716332411791628,0.90929861664755
"32",0.854997695182196,0.865983286934933,0.70127332285821,0.911413485502072
"33",0.854521872695905,0.86136175834136,0.695615578198375,0.911862624637475
"34",0.852182237221172,0.864044095940929,0.712766866145615,0.911518229298394
"35",0.849168513870791,0.86303851509723,0.72031090222811,0.912430109081286
"36",0.850864177638344,0.858079116390257,0.696263104255867,0.915797254884631
"37",0.850161153999592,0.85400227136071,0.697798057908441,0.915776920710614
"38",0.860589347231343,0.860506717622694,0.702338228486657,0.909795587903022
"39",0.860352953077771,0.865683838495916,0.701842548656412,0.915182354795989
"40",0.858573666819267,0.866131631056815,0.689013824324177,0.913776907507987
"41",0.856706497993933,0.860635629746123,0.693118640139221,0.911431677550482
"42",0.860625991182792,0.858018635567547,0.693998932659277,0.907803901967253
"43",0.852211001537989,0.860192069080145,0.67207723840564,0.905686507283507
"44",0.859125694531507,0.860527881075909,0.696223606910939,0.908880788454708
"45",0.858633350439369,0.855803700000582,0.709861934234762,0.905212106709283
"46",0.859304026388794,0.849482201409923,0.71760521728718,0.906911656515263
"47",0.860186436002669,0.856819879738709,0.715685731601204,0.906032825054103
"48",0.859430514096267,0.857035994383526,0.718945819243167,0.901985556735743
"49",0.856097509915582,0.852783650057709,0.71066641950143,0.902924467768551
"50",0.856367136179223,0.849062617471863,0.723306851502326,0.906809383484396
