"","phi.cor[1,2]","phi.cor[1,3]","phi.cor[1,4]","phi.cor[2,3]","phi.cor[2,4]","phi.cor[3,4]"
"1",0.899771865901872,0.878342102432296,0.886754124463343,0.922513736814353,0.953890674055905,0.942140177307203
"2",0.867058481405273,0.840055209322035,0.868439954531565,0.905876795275762,0.938016606981354,0.941274835235301
"3",0.885368221919712,0.841821798566645,0.88339880010196,0.869582409226496,0.940106687602889,0.938338907142034
"4",0.868327556451707,0.851680366971261,0.872695375549254,0.836982070454651,0.918858759291755,0.930165253075204
"5",0.853366972493231,0.857928127804335,0.864596230580372,0.818560704731495,0.908447625590368,0.934690289376717
"6",0.831542369331105,0.865409813876744,0.883915105117629,0.803981915190396,0.87446167711335,0.937452620867323
"7",0.858799737301724,0.864586961831083,0.89617094462733,0.824115813045656,0.888731291511816,0.9297715023704
"8",0.879723448365552,0.864362950482784,0.900016490905591,0.842716527498679,0.891312890529016,0.928696482550651
"9",0.883971346388176,0.819130364371009,0.907941866101938,0.840741438710663,0.901803442564219,0.912623402158949
"10",0.91795001160749,0.808852945101406,0.904007220063522,0.830047013788301,0.917223159397069,0.88468571237888
"11",0.918198453613763,0.829781306311983,0.898184760474612,0.800220115703058,0.901760880772738,0.857594556874448
"12",0.919145937950209,0.841747191823538,0.923046570115962,0.749685961191905,0.892526876736497,0.842799714483282
"13",0.889809692990321,0.859187323245343,0.901925949284797,0.732694687310105,0.902282073633506,0.850911621051054
"14",0.894164492080787,0.900439418401872,0.92679797545825,0.794399777373103,0.923309528075351,0.902322045242624
"15",0.868224271701348,0.889098692815146,0.917156666745489,0.829095639623136,0.910124498347925,0.901115271969237
"16",0.872785777369338,0.901808537355545,0.903177632647695,0.869993375618258,0.918534442401756,0.894445942930913
"17",0.89236834184519,0.906789505124406,0.921841313424987,0.890741751017273,0.906083276509235,0.906854761305437
"18",0.882247044547775,0.893018069557063,0.927380788594221,0.916327152896352,0.936034632119171,0.900751669775852
"19",0.853472846227432,0.882622710643077,0.936943723923481,0.900802669431016,0.923342973003572,0.898594194206999
"20",0.850141390095072,0.885553807556606,0.926281182286877,0.893748711640691,0.930476381067126,0.899461399774597
"21",0.843994986074434,0.869558767287266,0.923384361951524,0.905660069308909,0.938465308550093,0.897442499024654
"22",0.806157102774697,0.75330595917435,0.892594251862986,0.866061511373906,0.908472972131642,0.806456983236826
"23",0.774545748594655,0.740162366768882,0.857486906842789,0.825533827871203,0.923412459261757,0.837723193510932
"24",0.797205360905236,0.797184323800866,0.892266280066278,0.842782154557829,0.921402935806559,0.877527626560102
"25",0.790317267688459,0.852202780560023,0.89066326094194,0.851832913062276,0.919254028646887,0.919988409863243
"26",0.844046812096117,0.883394810803148,0.918278028609413,0.873413306994868,0.934833437832971,0.929442989146636
"27",0.835446804165895,0.895364880672145,0.909377830773523,0.867662938692505,0.920450678482268,0.950854811109785
"28",0.740432987137075,0.89661767730243,0.889648040542126,0.808951045290896,0.891089291378153,0.934566320893159
"29",0.660081927463268,0.877284314900378,0.86787476488137,0.861784178533432,0.879931421122064,0.963761693341049
"30",0.588154709805999,0.886618467808606,0.833259621971962,0.825882053833082,0.878285589026131,0.958740289666498
"31",0.661985159286578,0.888396339244706,0.859892089840746,0.869546925617152,0.895198283463468,0.96565598572916
"32",0.700868744391302,0.898378930289832,0.865351985285711,0.88038087930907,0.91967873216797,0.963611731801092
"33",0.61682784170695,0.880293164563918,0.838722992083952,0.818234564603872,0.862834945165786,0.948221041461984
"34",0.664871645424379,0.886581556634321,0.83451089617635,0.847561444982043,0.92643327329655,0.954383196911792
"35",0.575320169707573,0.829155556911409,0.749076963376664,0.85729613057081,0.944196115881602,0.95009607764502
"36",0.594037088291909,0.799394280398359,0.751782553594459,0.843189608866733,0.938579184746134,0.941187192933902
"37",0.640663984396203,0.787866733835767,0.765330533397396,0.849180347736186,0.932172954277884,0.930642936373818
"38",0.72036791529675,0.737565393381778,0.797754249866005,0.858767749078336,0.948714394349162,0.908264656051953
"39",0.779728522745279,0.802487048709235,0.825157688083104,0.887788866104312,0.952104671497314,0.925135676684072
"40",0.709872423023155,0.788455282921768,0.786051023922671,0.873712872846814,0.961946166233047,0.904601279952995
"41",0.566048441359934,0.71425765122415,0.705036599911265,0.884156444436516,0.954017198979682,0.935519840169598
"42",0.519352045849124,0.642996499648485,0.628676682671037,0.918683076039606,0.954823733991847,0.934916175322707
"43",0.530813230032306,0.627674360062037,0.634469100690069,0.945553600942482,0.95901168547128,0.94532406153369
"44",0.470074433627932,0.629238003822157,0.555598978131136,0.925985544620804,0.959764730896965,0.931072957280421
"45",0.241704215573946,0.528583827343976,0.371611474606303,0.883586797345116,0.963905631891022,0.930023851926456
"46",0.358785162160011,0.586762768900783,0.455633485714614,0.897770245359018,0.973313024190896,0.941140860199407
