"","phi.cor[1,2]","phi.cor[1,3]","phi.cor[1,4]","phi.cor[2,3]","phi.cor[2,4]","phi.cor[3,4]"
"1",0.739206511059055,0.77209617776862,0.900847127802515,0.694055943720285,0.77727875869847,0.877785675233511
"2",0.739483079953195,0.736801576517913,0.894944305120657,0.673299331298634,0.799593057605251,0.85166041432757
"3",0.801671554950763,0.759320138289708,0.918535114852208,0.715619266047524,0.856099494321321,0.874082194853733
"4",0.743189595749684,0.765757155109714,0.866689649171369,0.719342881023151,0.86037462186645,0.894737658987587
"5",0.66195860435102,0.77847660611246,0.845685220035099,0.732512604410799,0.801618855522668,0.908249830240134
"6",0.688340955454097,0.720831582138534,0.820176081105068,0.783768126675518,0.830846875666552,0.925446895705919
"7",0.730798754304296,0.701983104896259,0.821152001396682,0.786287985215388,0.835428834352083,0.920845962998149
"8",0.83495833057417,0.850799890076039,0.888902114597915,0.843279743416505,0.887499205880525,0.9292053116378
"9",0.797535857669067,0.834381714843224,0.86212508498376,0.863446566476629,0.883900433949221,0.927087522809075
"10",0.777669832972466,0.826987878159538,0.851930521926526,0.914641361185867,0.91531861263858,0.937835131825474
"11",0.786264392839123,0.795071146803368,0.845661968932745,0.895654097495941,0.901552795880745,0.929648013125329
"12",0.861813265386718,0.823801526703331,0.832901220573345,0.854866661326932,0.881827853700051,0.913450260858943
"13",0.899910093183772,0.872803520442166,0.880932508464686,0.857320960204363,0.912368372882297,0.868088250502646
"14",0.921061426436493,0.905044637485347,0.891212139659245,0.899832229610309,0.911169427077083,0.904670908693587
"15",0.904493940432414,0.917813795758998,0.871901407797145,0.906520162363061,0.92131801355538,0.917101462487201
"16",0.884088470744943,0.922889288721802,0.868768281118245,0.898741944365314,0.917530605380089,0.910079417087715
"17",0.904938150472248,0.941179739677402,0.889036899010254,0.881980176474477,0.929933227682696,0.876674867875061
"18",0.887640777094546,0.925192917473412,0.891798298707082,0.857747016501584,0.951279715792356,0.878564789585704
"19",0.883112995457055,0.917023598904115,0.897937397667944,0.862680013220809,0.948373431464916,0.865548840966536
"20",0.86418179149109,0.898747300953449,0.887198732392362,0.866546599556312,0.929592887163693,0.868225268236688
"21",0.874812412965742,0.902403110910584,0.902770797865421,0.851122130951546,0.933752620479241,0.920269666576745
