2,1,2,3,2,2,3,2,2,2,2,1,3,2,1,2,3,2,2,2,3,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,3,2,1,1,1,3,3,2,2,3,3,2,2,2,2,19,3,3,2.3,2.4,3.7
3,1,3,2,5,2,5,4,4,1,4,1,2,3,4,2,4,3,2,2,4,1,2,2,4,2,4,2,2,2,4,1,2,2,4,4,5,3,3,4,3,5,2,3,4,2,4,2,2,5,2,26,3.6,2.5,2.5,4.3,4.7
2,4,4,4,5,2,4,4,3,3,3,1,3,4,5,4,3,3,2,2,2,2,4,2,3,2,4,4,3,2,2,2,3,3,2,4,4,3,3,4,4,4,4,3,5,4,2,3,4,4,1,22,2.7,3.1,3.3,3.9,3.6
2,4,5,1,5,2,5,2,4,2,3,2,5,2,5,4,5,2,1,2,4,1,3,1,4,1,4,1,1,1,4,1,4,4,5,3,4,3,4,4,3,4,5,3,4,3,4,3,3,4,2,40,3.3,4.1,2.6,4.4,4.2
3,1,5,4,5,2,5,2,2,1,4,1,5,5,3,2,5,1,2,1,3,1,4,5,5,1,4,2,3,2,2,1,4,2,5,4,4,1,3,5,3,5,5,4,3,3,4,4,4,4,1,23,3.3,4.5,3.8,4.4,4.7
4,1,4,2,4,1,5,1,5,2,5,2,5,2,5,2,4,2,2,1,4,1,2,2,5,1,3,1,1,1,4,1,1,1,4,3,4,2,1,3,2,4,3,2,3,2,5,4,1,5,2,24,4,3.7,1.7,4.3,4.4
1,4,4,4,4,4,3,3,4,1,3,3,4,4,4,4,3,1,3,1,2,2,1,3,5,1,3,4,3,1,1,4,5,1,5,4,2,2,1,4,3,3,4,1,5,5,5,4,3,5,1,25,2.2,3.6,2.5,4.7,3
4,1,4,2,4,1,5,1,5,2,5,2,5,2,5,2,4,2,2,1,4,1,2,2,5,1,3,1,1,1,4,1,1,1,4,3,4,2,1,3,2,4,3,2,3,2,5,4,1,5,2,24,4,3.7,1.7,4.3,4.4
2,1,2,5,4,4,2,5,3,1,1,1,5,4,5,3,5,4,3,1,1,2,1,3,4,2,5,5,3,1,1,4,3,3,5,5,3,2,3,3,2,5,2,3,4,4,3,3,2,4,1,25,1.9,2.4,3.2,4.4,3.9
2,3,3,4,5,4,4,4,3,3,2,1,4,4,4,4,5,4,1,1,2,2,1,3,4,1,4,4,4,1,1,3,2,3,4,4,3,4,5,3,3,3,2,4,5,4,3,4,4,4,1,28,2.3,2.4,3.9,4.2,3.7
4,1,3,4,5,1,5,4,3,1,4,4,4,3,5,1,3,2,4,1,4,3,3,1,5,1,5,4,4,1,5,1,4,2,4,2,4,1,3,4,5,4,4,3,4,2,4,4,2,5,1,40,4.5,3.5,2.7,4.7,4
3,2,4,2,5,4,3,3,4,1,3,2,4,2,5,3,4,2,4,2,4,2,2,2,5,2,2,3,1,1,3,3,4,1,5,4,3,2,1,3,1,3,3,1,4,4,1,3,1,4,1,30,2.7,3.4,1.5,4.5,3.1
3,1,5,4,4,2,5,4,3,1,5,1,4,5,4,2,5,4,2,3,5,1,4,2,4,1,5,1,2,2,3,1,5,1,4,4,4,3,1,4,4,5,4,2,4,4,5,5,1,4,1,33,3.7,3.9,2.5,4,4.9
3,1,5,5,5,3,4,1,1,4,4,3,5,5,5,2,4,1,4,5,4,1,5,5,3,3,5,1,5,1,2,1,5,3,5,3,5,1,1,3,3,5,5,3,5,2,5,5,2,5,2,18,3.3,5,3.6,3.9,4.6
3,1,5,5,4,1,5,1,1,5,5,3,5,5,5,1,5,1,3,5,4,1,5,5,4,2,5,1,3,1,4,2,5,3,5,4,5,1,3,2,3,5,5,3,5,2,5,5,1,4,2,18,3.9,5,3.6,3.6,4.7
3,2,2,4,4,3,4,5,2,2,3,3,4,5,4,3,3,4,1,1,4,2,1,4,3,3,3,4,4,2,2,2,2,5,4,3,3,3,5,5,3,4,2,5,5,3,3,4,5,4,1,30,3,2.3,4.6,4.2,3.5
4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,3,1,1,1,5,1,5,1,5,1,5,1,1,4,4,5,4,1,5,1,5,5,1,4,1,20,4.8,4.9,1,4.8,4.8
4,2,4,4,4,1,4,1,2,1,4,2,4,5,5,2,5,2,2,1,5,2,5,4,4,1,5,2,4,1,4,2,4,4,5,2,5,1,4,4,4,5,4,5,5,2,3,5,4,5,1,24,4.3,4.4,4.2,4.7,4.3
1,2,4,3,5,3,4,2,5,2,2,3,5,4,3,4,4,3,2,2,3,1,3,4,3,4,4,2,4,2,2,3,5,2,4,4,3,2,3,5,3,3,2,4,4,5,4,5,4,3,2,22,2.1,3.9,3.3,3.9,3.7
3,2,1,5,4,1,3,5,2,2,4,4,3,5,5,2,4,4,1,1,3,2,1,4,5,2,4,5,5,1,3,2,3,5,5,2,3,3,5,4,5,4,3,4,5,3,4,3,5,5,2,19,3.8,2.1,4.7,4.7,3.6
2,2,3,5,5,3,5,4,4,3,2,2,4,5,5,3,4,4,4,2,4,1,2,2,5,3,3,4,5,1,3,2,4,4,2,3,4,3,4,5,3,4,3,4,5,5,4,5,3,5,1,34,2.7,3,3.6,4.4,4.1
4,1,5,1,5,1,5,5,5,1,5,2,5,1,5,2,5,1,5,1,5,1,4,1,5,1,5,2,1,1,5,1,3,1,5,1,5,1,1,5,2,5,3,1,5,1,5,5,1,5,1,47,4.5,4,1,5,4.9
3,1,4,2,4,3,3,5,5,1,4,3,4,4,5,3,4,1,3,1,3,3,1,1,5,3,1,1,1,1,3,3,3,1,5,4,4,4,1,4,2,3,2,1,5,4,2,4,1,4,1,118,2.8,3.1,1.6,4.7,3.1
2,4,3,3,5,5,4,4,3,1,2,3,3,3,5,4,3,4,3,1,3,4,2,4,5,2,3,4,3,1,2,2,3,3,5,4,3,4,3,5,3,2,2,3,5,5,3,2,3,5,1,20,2.2,2.3,3.1,5,2.9
1,5,5,1,4,5,5,1,5,3,2,3,5,5,5,1,5,1,4,1,3,1,4,4,3,1,5,1,4,1,1,1,5,4,5,5,5,2,5,1,5,5,5,4,3,5,4,3,4,2,1,24,2.5,4.6,3.4,3.6,4.3
3,1,2,2,5,1,5,5,3,4,5,1,5,4,5,1,5,3,3,2,5,1,1,3,5,1,5,5,2,1,5,1,3,2,5,2,5,3,1,5,5,5,2,2,5,1,5,5,2,5,2,20,4.7,2.6,2.4,4.6,5
1,3,4,2,3,4,5,4,3,4,1,2,5,3,5,4,3,4,1,1,2,1,4,3,5,4,4,2,2,1,1,2,4,3,4,3,2,2,1,2,4,2,5,4,5,5,2,3,2,5,2,15,1.9,3.7,2.8,4.1,3.4
4,1,3,5,4,3,5,2,2,2,5,4,5,5,5,1,5,1,5,1,5,2,5,4,5,1,4,1,4,1,5,2,5,3,4,1,5,1,3,4,5,5,5,3,5,1,5,4,1,5,2,38,4.7,4.6,3.3,4.6,4.4
4,2,3,2,4,2,4,3,4,4,4,3,2,5,4,4,4,2,3,4,3,2,2,2,4,2,4,4,2,2,2,2,3,2,2,2,4,3,2,4,4,4,4,3,4,5,3,3,2,4,1,19,3.2,2.9,2.5,3.4,3.8
2,3,4,3,2,4,2,1,4,2,2,4,5,3,5,3,2,1,2,1,2,4,4,1,4,4,4,1,3,1,1,3,5,1,3,4,2,1,1,2,2,2,5,1,3,4,2,4,1,5,1,19,2,4.7,2,3.8,2.4
3,1,4,2,3,2,4,3,4,3,4,2,4,3,4,3,5,2,3,2,4,2,1,2,3,2,4,2,2,2,4,1,3,3,4,3,4,3,3,3,4,5,4,3,4,3,3,3,2,3,2,17,3.6,3.3,2.5,3.5,4.3
3,2,4,4,4,3,4,4,2,3,3,3,5,4,4,3,4,3,2,3,3,2,3,4,4,2,4,2,4,2,3,2,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,2,33,2.9,3.7,4,3.8,3.9
2,1,1,3,4,4,5,5,4,1,3,2,3,4,5,4,5,5,3,1,2,1,1,4,5,2,4,5,1,1,2,1,1,3,5,5,3,4,2,5,1,4,2,3,5,5,3,2,4,5,1,30,2,1.5,2.9,4.9,4.3
3,1,4,4,3,2,5,2,1,2,4,1,4,3,2,2,4,1,2,3,2,3,2,4,2,3,5,1,3,4,3,1,4,1,1,3,3,2,2,2,4,4,5,1,4,4,4,3,1,1,2,26,3.2,4,2.8,2.4,4.3
4,2,5,2,4,1,5,1,5,1,5,1,5,3,4,1,4,1,4,1,5,2,4,4,4,1,3,1,1,1,4,1,5,2,5,2,4,1,1,4,2,4,5,3,5,1,5,5,2,4,2,24,4.4,4.9,2.1,4.5,4.3
3,3,4,3,5,2,4,3,3,2,4,2,4,3,4,2,3,2,4,2,5,3,4,2,5,2,3,1,2,2,3,3,4,2,5,3,3,2,2,5,3,3,3,2,4,3,4,4,2,5,1,24,3.6,3.9,2.3,4.5,3.3
3,2,3,2,3,1,3,5,3,3,3,1,2,1,4,1,4,3,4,2,4,2,1,4,3,1,4,3,3,1,4,2,2,3,4,2,5,4,4,2,5,3,1,3,4,1,3,3,1,5,2,46,4.3,2.1,2.6,3.7,3.9
2,4,4,2,4,4,4,2,3,2,5,1,5,4,5,4,4,2,2,2,2,2,3,2,4,4,4,1,2,2,4,2,4,2,4,5,5,2,2,2,4,5,2,2,4,4,3,1,2,4,1,28,2.6,3.6,2.5,3.9,4
4,2,5,3,4,4,4,2,4,2,4,3,4,4,4,4,4,2,3,3,2,2,4,4,4,4,4,2,4,1,2,2,4,2,4,4,4,2,4,2,2,4,4,2,4,4,2,4,2,4,2,23,2.4,4.1,3,3.8,3.7
1,3,5,4,5,2,3,3,3,1,3,1,4,5,5,2,5,2,3,1,3,4,2,4,4,2,5,4,2,1,2,4,4,2,5,4,3,2,3,5,3,4,4,5,5,4,4,5,2,5,1,39,2.8,3.7,3.3,4.9,3.6
3,1,3,4,4,3,4,5,2,1,3,1,4,4,5,2,5,4,1,1,3,1,1,4,4,1,5,4,4,1,2,2,3,4,3,3,5,5,3,3,4,5,3,2,5,3,5,3,5,4,2,31,3.3,2.3,3.9,4.3,4.8
2,2,5,4,5,4,4,4,2,3,3,3,5,4,5,4,5,3,4,3,3,3,1,5,5,3,4,2,4,1,2,1,4,4,5,4,4,2,4,5,2,5,4,5,4,5,4,5,2,5,2,20,2.2,3.7,3.8,4.5,4.1
5,1,2,4,4,1,4,5,4,2,4,4,4,2,5,2,5,4,2,2,5,1,3,3,3,1,5,4,3,1,5,2,4,2,4,4,5,3,3,4,4,5,4,2,5,2,5,3,2,5,1,33,4.3,2.8,2.7,4.3,4.5
3,1,4,3,5,2,5,2,4,2,4,2,5,2,4,4,3,1,5,1,5,1,3,2,5,2,3,5,2,1,5,1,3,1,5,4,4,1,1,4,3,3,3,2,5,2,5,4,1,5,1,0,3.6,3.7,1.7,4.7,4.2
1,1,4,4,5,5,4,2,1,1,2,2,5,5,4,5,4,4,1,1,2,1,1,1,4,1,5,3,4,3,1,1,4,1,5,5,4,5,2,5,5,4,2,5,5,5,1,4,5,4,1,30,2,3,3.7,4.5,4.1
3,1,2,4,5,1,5,4,1,1,3,3,4,5,3,2,5,4,2,1,4,2,1,4,3,1,4,3,3,3,3,2,5,3,5,2,3,3,3,4,4,5,3,4,5,3,3,3,3,3,2,25,3.8,2.8,3.8,4.1,4.1
3,2,4,4,3,2,5,4,4,4,2,3,1,4,4,2,4,4,1,2,4,2,3,2,4,2,4,4,4,2,4,2,3,4,4,5,4,3,4,2,2,4,1,4,4,2,4,2,4,3,2,21,3.2,2.3,3.7,3.4,4
1,2,4,5,5,4,2,5,3,1,2,1,5,5,5,5,5,2,5,1,3,4,1,1,4,2,1,2,1,1,3,1,5,1,5,5,4,1,1,4,1,2,1,5,5,4,5,5,1,5,1,49,2,3.5,2.4,4.8,3.5
5,1,4,2,5,1,5,3,4,1,5,2,5,3,5,1,5,2,5,1,5,5,3,3,4,1,3,2,4,5,5,1,3,4,4,1,5,1,4,4,5,4,4,4,5,1,4,3,1,5,1,36,5,3.8,2.8,4.3,4.1
4,1,5,1,5,3,5,1,2,1,4,2,5,3,5,4,5,1,5,1,5,1,5,1,5,1,5,3,1,1,5,1,5,2,4,5,1,1,1,1,5,2,1,1,5,4,5,5,1,5,1,49,3.6,4.4,1.6,4.5,4.2
2,2,4,2,5,4,4,3,4,1,3,4,4,4,4,4,4,3,2,1,3,2,2,2,4,1,4,5,3,2,2,2,4,2,5,5,4,4,4,5,2,3,2,4,5,5,3,3,4,3,1,32,2.3,2.8,3.1,4.5,3.6
3,1,4,4,5,5,3,2,3,1,2,1,4,4,5,5,5,2,3,2,1,3,3,3,3,4,5,2,3,2,1,4,4,4,4,2,3,2,4,4,4,4,2,3,5,5,3,4,3,3,2,32,2,3.7,3.4,4.2,3.8
5,1,4,1,5,2,4,3,4,1,5,2,4,2,5,2,4,2,5,1,5,1,4,2,5,1,4,3,1,1,5,2,5,2,5,3,4,2,1,4,5,4,4,1,5,3,4,4,1,5,1,26,4.4,3.9,1.4,4.9,4.2
4,1,4,1,5,1,5,2,5,1,5,1,5,1,5,2,5,2,5,1,5,1,4,1,5,1,4,4,1,1,5,1,4,1,5,2,4,1,1,4,5,5,4,1,5,1,5,4,1,5,1,26,4.7,4,1,4.9,4.8
2,2,4,3,5,2,5,1,2,2,4,4,3,5,3,4,4,4,1,1,5,3,2,4,5,3,5,5,5,4,4,2,4,5,4,2,4,4,5,3,5,5,2,5,5,3,3,4,5,5,2,23,3.6,2.9,4.6,4.1,3.9
1,2,5,5,4,4,1,1,2,4,1,1,5,5,2,4,5,1,2,5,2,2,2,4,4,3,4,1,4,2,1,4,5,2,4,5,4,2,1,4,2,5,2,4,4,4,2,4,3,3,2,36,1.7,4.2,3.6,3.2,3.6
3,1,5,3,5,3,4,3,2,1,2,4,3,2,5,3,2,2,4,3,4,5,4,4,5,5,1,3,3,1,3,5,5,4,5,3,1,3,4,1,2,1,4,3,4,4,2,2,4,5,1,27,2.6,3.6,3.3,4.3,2
1,3,4,5,4,3,2,4,2,5,1,3,5,5,5,5,2,3,1,1,2,3,1,1,4,2,2,4,5,1,1,5,5,5,4,4,4,2,5,4,1,1,3,4,5,1,3,4,5,4,2,26,2.1,3.3,4.4,4.1,2.4
2,4,3,4,5,3,3,2,3,3,2,4,5,4,5,4,2,2,2,2,3,4,3,4,4,2,2,2,5,2,2,4,5,5,5,4,3,2,5,5,3,3,5,4,3,2,3,4,4,4,2,19,2.7,4.1,4.2,4.2,2.4
3,4,3,3,3,2,4,3,3,3,4,4,2,3,1,5,4,4,4,4,3,3,2,1,2,2,3,3,3,3,4,4,3,4,4,4,4,3,4,3,3,3,3,4,5,2,3,4,4,3,2,20,3.2,2.8,3.1,2.9,3
3,1,5,4,4,2,4,1,3,1,4,1,5,5,3,2,5,1,2,2,4,1,5,2,4,2,5,1,4,3,2,2,5,3,5,2,5,1,4,5,4,5,5,3,4,3,5,3,2,3,2,29,3.6,4.8,3.4,4,4.8
3,1,5,5,3,1,5,1,2,1,5,1,5,5,4,1,5,2,2,4,5,1,4,2,5,2,5,1,4,2,5,1,5,3,5,4,5,1,3,3,3,5,5,5,5,2,5,3,1,5,2,20,4.1,4.6,3.6,4.1,5
4,1,3,3,4,1,4,3,3,1,5,2,1,4,2,2,4,3,3,3,5,1,2,1,4,1,4,4,3,4,4,2,3,2,5,3,4,4,3,4,4,4,4,3,4,1,4,4,2,3,2,28,4.4,2.7,2.7,3.6,4.2
4,4,5,5,3,1,5,5,4,2,5,3,5,2,5,1,3,2,2,2,4,5,5,1,4,2,4,2,2,1,5,1,5,4,5,2,4,3,4,1,5,2,5,4,4,1,5,4,1,4,2,20,4.6,4.1,2.9,3.9,3.4
4,1,4,1,5,1,5,1,5,1,5,1,1,1,1,1,5,1,5,1,5,1,5,1,5,1,5,1,1,1,5,1,5,1,5,3,5,1,1,3,3,5,1,1,5,1,5,5,1,5,1,44,4.5,4.1,1,4.4,5
3,1,4,1,5,1,5,1,5,1,4,1,4,2,4,2,5,1,1,1,5,2,3,1,4,2,5,1,1,1,4,2,4,1,4,5,5,1,1,5,2,4,3,1,5,2,5,2,1,4,1,44,3.6,4,1.5,4.6,4.7
5,1,5,1,5,1,5,5,5,1,5,1,5,3,5,5,5,5,5,1,5,1,3,1,5,1,5,2,1,1,5,1,4,2,4,2,5,1,1,3,1,5,5,1,5,5,5,5,1,5,1,30,3.7,3.8,1.3,4.7,5
2,4,5,2,5,4,1,2,5,1,1,4,5,2,5,5,1,1,3,1,1,4,4,2,5,3,1,1,2,1,1,5,5,2,5,5,5,1,1,5,1,1,5,4,5,5,1,5,3,5,1,35,1.4,4.8,2.2,5,1.7
1,4,4,3,5,5,2,3,4,1,1,2,5,4,5,5,3,4,3,1,2,4,3,3,5,3,3,2,1,1,1,4,4,2,5,5,3,2,2,5,1,1,4,2,5,5,1,5,2,5,2,22,1.3,3.8,2.4,5,2.3
2,2,4,4,4,3,4,3,2,2,3,2,4,5,5,3,4,2,1,3,4,2,3,3,3,2,4,1,4,1,2,2,5,2,5,4,4,2,5,4,2,5,3,3,4,3,3,3,3,3,2,25,2.8,3.8,3.8,4,4
1,2,5,2,4,5,2,4,4,2,3,1,4,4,5,5,4,1,1,1,2,3,2,1,2,5,2,4,1,1,1,4,4,1,4,5,4,3,1,4,1,3,5,2,5,5,2,3,4,4,1,31,1.3,3.5,2.3,4.2,3.1
1,2,3,4,5,4,3,4,2,1,2,3,5,5,5,4,5,5,2,1,1,1,1,4,4,4,5,5,4,1,1,4,2,4,4,3,3,4,4,4,3,4,1,3,5,5,4,4,4,5,1,26,1.8,2.2,4,4.7,3.8
2,4,5,3,5,4,2,2,3,1,4,2,4,3,2,4,2,1,4,1,2,4,4,3,4,4,4,2,4,3,1,5,5,2,4,4,2,2,1,4,4,3,4,2,5,4,3,5,2,4,1,17,2.3,4.4,2.5,4.1,2.5
1,4,4,2,5,4,1,1,5,1,1,4,5,1,5,4,1,2,5,1,2,4,4,2,5,2,1,1,1,2,1,4,5,1,5,4,2,1,1,5,2,1,5,3,5,5,2,5,1,4,1,16,1.8,4.7,1.4,4.8,1.6
2,3,3,4,4,5,2,3,2,1,2,1,4,4,5,5,4,2,2,1,1,4,2,5,3,5,3,2,4,1,1,4,5,4,5,5,2,3,4,4,1,3,2,4,5,4,2,4,4,4,0,0,1.3,3.4,4.1,4.5,2.8
1,1,3,4,5,2,5,2,2,3,3,1,4,5,4,3,5,1,1,2,4,2,4,3,4,2,5,1,4,1,3,1,3,2,4,2,4,2,3,4,2,4,3,4,3,2,3,3,4,4,2,36,3.2,3.8,3.8,4,4.5
3,3,4,2,4,4,3,3,5,2,2,4,4,4,4,4,2,2,2,1,2,3,3,2,3,2,2,2,2,2,3,4,5,2,4,4,3,2,1,4,2,2,3,4,4,4,3,4,3,4,1,23,2.4,3.8,2.5,4,2.5
3,1,4,4,2,3,3,5,3,3,2,2,5,4,3,3,3,3,1,2,3,2,3,3,3,3,4,5,3,3,1,2,4,5,5,5,3,1,5,2,1,4,4,3,3,4,4,5,5,3,2,35,2.2,3.5,4,3.1,3.8
2,2,2,4,3,5,4,5,4,2,2,1,4,5,3,5,5,5,2,2,2,2,1,3,5,1,4,5,4,4,1,1,4,2,5,5,1,5,2,3,1,5,1,2,5,5,2,3,4,3,2,18,1.7,1.9,3.2,3.7,3.9
5,1,4,3,2,1,5,1,4,2,5,3,3,4,5,1,5,1,2,1,5,1,5,1,5,1,5,1,2,1,5,1,5,5,3,1,4,1,5,2,5,5,2,4,2,1,2,5,2,5,2,19,5,4.4,3.2,3.8,4.4
2,4,4,3,4,4,4,4,3,1,2,4,3,4,4,4,3,4,2,1,2,3,2,3,4,4,4,3,4,2,2,5,2,2,5,3,4,3,4,5,4,3,1,4,4,4,4,2,4,4,1,32,2.3,2.4,3.5,4.4,3
2,2,3,3,4,4,2,2,4,1,4,1,4,3,2,4,3,1,4,1,3,3,4,3,4,3,2,2,2,3,2,3,4,2,4,4,3,2,1,4,4,3,4,2,5,3,4,4,1,4,1,37,2.7,4,2.1,4,3.2
3,3,2,1,5,2,2,3,5,1,3,1,4,2,5,1,4,3,4,2,4,5,2,1,4,2,3,2,1,2,2,4,4,1,4,2,3,1,1,4,4,2,3,1,4,3,4,4,1,3,1,41,3.6,3.4,1.2,4.2,2.9
1,1,1,5,4,5,5,5,1,3,1,2,5,5,5,4,5,5,1,2,1,1,1,3,4,1,5,5,5,1,1,1,3,5,5,4,3,5,5,1,3,5,1,5,5,5,1,5,5,5,2,18,1.8,2,4.8,4.1,4.3
2,2,5,5,5,2,2,3,2,1,2,2,3,5,5,4,5,3,1,1,4,2,2,5,4,3,5,4,4,1,2,3,2,2,2,4,4,4,4,4,2,5,3,4,4,4,4,4,4,3,2,28,2.5,2.9,4.2,4.2,4
1,3,4,3,3,5,1,5,5,1,2,1,1,5,5,5,3,2,2,1,2,2,4,2,5,5,5,5,3,1,1,5,4,2,5,5,2,1,2,1,1,1,4,3,5,5,3,5,2,5,1,37,1.2,3.3,2.7,4.4,2.8
4,3,2,4,4,2,3,5,4,4,4,2,1,3,4,2,4,4,4,2,3,2,2,2,5,2,4,5,2,1,4,2,3,3,3,2,3,2,2,4,5,1,2,3,2,3,4,4,2,5,1,35,3.9,2.2,2.5,3.8,3.4
5,2,2,1,5,1,3,5,5,2,4,2,3,2,5,1,4,4,4,3,4,3,2,2,5,2,5,5,1,1,4,2,2,2,3,3,3,2,1,4,5,2,1,2,2,3,4,5,1,5,1,35,4.2,2.3,1.5,4.1,3.6
1,3,3,1,3,1,2,1,4,1,1,1,5,2,4,5,5,1,4,1,1,2,4,1,4,3,3,1,1,2,1,1,5,1,5,1,1,1,1,2,1,3,3,2,5,1,3,5,1,4,2,18,2.4,4.5,1.4,4.1,3.4
2,1,4,3,5,4,3,3,4,2,3,2,4,4,3,4,4,2,3,2,3,2,3,3,4,3,4,1,3,4,1,3,4,2,4,4,4,2,3,5,2,3,4,2,5,4,4,4,3,3,1,31,2.2,3.9,2.8,3.9,3.8
1,4,5,1,5,2,3,2,5,1,2,1,5,2,4,5,3,2,3,1,3,4,2,1,4,3,2,1,1,3,2,2,3,1,5,5,2,3,1,5,1,4,2,2,4,1,3,4,2,5,1,57,2.3,3.7,1.5,4.5,3
2,2,4,3,5,2,3,4,3,1,3,3,5,4,4,1,2,1,3,1,4,2,3,2,5,2,2,3,3,2,3,3,3,3,5,1,2,1,3,5,5,1,3,5,5,3,3,5,3,5,1,36,3.8,3.8,3.2,4.8,2.7
1,1,3,3,5,1,4,3,3,1,3,2,5,3,5,3,5,1,3,1,4,1,2,2,5,1,3,1,2,1,2,1,3,3,5,3,5,2,3,4,2,5,3,3,5,2,5,5,3,5,1,32,3.2,3.8,2.8,4.9,4.6
3,2,4,5,2,2,3,3,2,2,3,1,4,4,4,2,4,3,2,3,4,2,3,5,3,2,4,3,4,2,4,2,2,4,4,2,3,2,4,3,2,3,3,4,3,2,3,5,4,4,2,19,3.6,3.4,4.2,3.4,3.7
1,4,1,3,5,3,4,4,2,1,1,5,3,5,5,4,2,4,3,1,4,4,2,3,4,1,2,4,4,1,2,4,2,2,3,5,4,3,1,4,1,4,2,4,5,3,3,3,3,5,2,21,2.3,2.2,3.2,4.6,2.6
3,1,3,5,5,1,5,4,2,2,4,5,3,5,5,2,3,3,1,2,4,3,1,2,5,1,4,4,5,1,3,1,4,5,5,2,3,3,5,5,5,4,2,5,1,1,3,3,5,5,2,17,4.2,2.6,4.6,4.4,3.6
1,1,2,5,4,3,2,5,2,3,1,1,3,5,3,5,5,5,1,2,1,1,1,3,1,2,4,5,5,3,1,3,2,4,3,5,5,2,5,4,1,5,2,4,5,5,3,3,5,2,2,21,1.5,2,4.5,3.2,4.2
2,1,4,3,4,4,3,1,4,1,2,1,5,2,5,4,4,1,4,1,2,2,2,1,5,2,4,1,1,1,1,2,5,1,5,5,4,1,1,4,2,4,1,3,5,5,3,5,1,5,1,36,1.9,4.2,1.7,4.8,4
