"","model_4"
"1",0.92743988808074
"2",0.93364436247743
"3",0.920581539840982
"4",0.927588340084566
"5",0.927263202987684
"6",0.918988676470074
"7",0.914649069122381
"8",0.917154644747562
"9",0.901377189203913
"10",0.900023405145271
"11",0.904233670981183
"12",0.902150534060633
"13",0.901075435165499
"14",0.897199182103192
"15",0.908820245217975
"16",0.907449794780885
"17",0.905367932677088
"18",0.888645750895852
"19",0.898612098317281
"20",0.909219957653588
"21",0.907015050170429
"22",0.903410332927943
"23",0.92496729301067
"24",0.920798462085685
"25",0.915690562226522
"26",0.922889227207647
"27",0.921659836416606
"28",0.923479118064802
"29",0.926625364635465
"30",0.924889592497932
"31",0.928534985049454
"32",0.929382469395895
"33",0.929523801645746
"34",0.913331616202369
"35",0.906487766238217
"36",0.911103774712187
"37",0.894843474629693
"38",0.897626448882974
"39",0.887099108970141
"40",0.894661130848315
"41",0.906756101371156
"42",0.903173262622342
"43",0.90853237902778
"44",0.911135118040123
"45",0.910966291021403
"46",0.91524481897925
"47",0.908088366610983
"48",0.885129212895339
"49",0.902579008324175
"50",0.895358516564295
"51",0.899232224562513
"52",0.905261586946188
"53",0.893474269254609
"54",0.889714340339185
"55",0.904698114092838
"56",0.902988124585288
"57",0.904741383874329
"58",0.91574983710202
"59",0.918354643162367
"60",0.918850084343126
"61",0.910090145136015
"62",0.904185145432228
"63",0.907671268536955
"64",0.917392181792122
"65",0.896047221779317
"66",0.889201743182331
"67",0.879952724971391
"68",0.885553965511451
"69",0.895627244579784
"70",0.894883089823657
"71",0.889552624082247
"72",0.876434128643596
"73",0.883158617275255
"74",0.883818252546235
"75",0.885574240451007
"76",0.880220812443468
"77",0.878563197818266
"78",0.85813830134968
"79",0.874820367849825
"80",0.845404521124757
"81",0.848714337956018
"82",0.863781375923216
"83",0.845628064771744
"84",0.831045036308209
"85",0.887208621883831
"86",0.881218726729074
"87",0.88451318905585
"88",0.887167686541079
"89",0.870263318319271
"90",0.875867288577204
"91",0.894836812664186
"92",0.898717926456212
"93",0.865389805930076
"94",0.888265079672655
"95",0.895600799040066
"96",0.907037071965145
"97",0.901459959310594
"98",0.907057231483513
"99",0.909940835461706
"100",0.912832208977993
"101",0.902373615488365
"102",0.893330020526014
"103",0.897472277383396
"104",0.881896879620575
"105",0.883356491481556
"106",0.866197704093014
"107",0.887297955933164
"108",0.903015617303589
"109",0.903735671142639
"110",0.913266113795803
"111",0.919154847407392
"112",0.924384586262704
"113",0.919823875357337
"114",0.923566960910155
"115",0.917899011505207
"116",0.92225100551283
"117",0.941775552533606
"118",0.942758724546929
"119",0.947232542154216
"120",0.944819096958172
"121",0.936801863716206
"122",0.939502102524072
"123",0.946366839864381
"124",0.945072493643749
"125",0.941074899470739
"126",0.940009868239096
"127",0.938913916015519
"128",0.935545723347113
"129",0.936977754147765
"130",0.928632992300133
"131",0.932998604390959
"132",0.939986022255197
"133",0.94212954896055
"134",0.938508207982189
"135",0.937252854414348
"136",0.941877932101362
"137",0.938402445304137
"138",0.948268076419897
"139",0.940546590047935
"140",0.928623472023774
"141",0.939227524458988
"142",0.939656016623198
"143",0.93322775466127
"144",0.937853015063856
"145",0.933605367570096
"146",0.929761747341734
"147",0.938793128342952
"148",0.941505145202854
"149",0.944094559762789
"150",0.943213250193104
"151",0.933502380930936
"152",0.932764581799719
"153",0.934507144594501
"154",0.934732792479431
"155",0.934350721427755
"156",0.935303117783487
"157",0.92936746382735
"158",0.932069131190654
"159",0.935452812763803
"160",0.933882836814141
"161",0.936601785227142
"162",0.937503437406538
"163",0.94333237033742
"164",0.932711889280175
"165",0.931385087391886
"166",0.919170547900325
"167",0.91897042017077
"168",0.927888078005137
"169",0.930024200036643
"170",0.928429544308197
"171",0.940240113410085
"172",0.930367091336707
"173",0.926797783743905
"174",0.9246388013766
"175",0.915707015825633
"176",0.915082965602956
"177",0.914833383655604
"178",0.907786394635401
"179",0.892586577577149
"180",0.907410206503929
"181",0.906920948341678
"182",0.90086754615959
"183",0.904710059541125
"184",0.910570336780634
"185",0.907308170996726
"186",0.920609705616837
"187",0.925823668699751
"188",0.925327358297204
"189",0.916473379862899
"190",0.90618388648722
"191",0.887521192068438
"192",0.882377437771918
"193",0.889467312127129
"194",0.904922711515278
"195",0.919311576928985
"196",0.923021199140837
"197",0.926646587434377
"198",0.910478912618514
"199",0.901321460343589
"200",0.888754057410432
"201",0.912017273147987
"202",0.894736249120019
"203",0.905239840823495
"204",0.90204933186171
"205",0.909593067199939
"206",0.899956594599376
"207",0.906133275717683
"208",0.898143706226178
"209",0.908585210458021
"210",0.904706971212792
"211",0.915217649268874
"212",0.92161429167545
"213",0.907366652037249
"214",0.908020783294077
"215",0.891427462092369
"216",0.907153673843355
"217",0.907174392543669
"218",0.919972186526337
"219",0.923359668310647
"220",0.928837605632079
"221",0.925026768271977
"222",0.946093689121176
"223",0.948282550547524
"224",0.949601460095478
"225",0.945984322494135
"226",0.950234277633476
"227",0.951438536924201
"228",0.948570276854775
"229",0.946512794688177
"230",0.94748990727952
"231",0.950143196414213
"232",0.954199635487142
"233",0.94950840593209
"234",0.947639802956461
"235",0.949882648726213
"236",0.946849415900822
"237",0.942910665446731
"238",0.943292953160439
"239",0.940139750395326
"240",0.927462859008889
"241",0.930120260349171
"242",0.928241669784391
"243",0.925004353853072
"244",0.933846301479741
"245",0.939013298287859
"246",0.946140664758891
"247",0.948621135927552
"248",0.952375002914279
"249",0.952083009533146
"250",0.947645568163486
"251",0.952725509372577
"252",0.951646191107086
"253",0.949577472832017
"254",0.9462065036191
"255",0.946114257391839
"256",0.942312891168024
"257",0.947719551621358
"258",0.95491192216075
"259",0.958651488435192
"260",0.962859702651011
"261",0.955535784388283
"262",0.950158910013025
"263",0.951031808310888
"264",0.949334374409618
"265",0.950962565430446
"266",0.955411758803675
"267",0.958509712965831
"268",0.954833551964324
"269",0.943513408003697
"270",0.945589339731534
"271",0.94319924129742
"272",0.935240286748042
"273",0.940882192272661
"274",0.937654101776468
"275",0.942107194882322
"276",0.926531171989833
"277",0.909456738116551
"278",0.916131087448743
"279",0.926801259864302
"280",0.932952858689194
"281",0.937541568018405
"282",0.941320060357303
"283",0.9372851403422
"284",0.932528626571619
"285",0.929108424585031
"286",0.933557617025829
"287",0.936549092905175
"288",0.924406189883567
"289",0.919930502007937
"290",0.92788597631398
"291",0.924651243604777
"292",0.927090466176054
"293",0.937181796620454
"294",0.935375796439779
"295",0.937239101850919
"296",0.927973796838977
"297",0.931768922751395
"298",0.923085041281126
"299",0.930561846937515
"300",0.937247602156075
"301",0.947471650568758
"302",0.945397739189808
"303",0.93448165153677
"304",0.937415042405303
"305",0.935421186509699
"306",0.937807771366487
"307",0.931840019088541
"308",0.933047272774632
"309",0.932420504687753
"310",0.941338820492098
"311",0.940194795642577
"312",0.935587920285394
"313",0.93156324977688
"314",0.92944475360852
"315",0.92328145808021
"316",0.912022828138641
"317",0.922212489898093
"318",0.909004678738989
"319",0.916235092096737
"320",0.922132307980731
"321",0.930894494219538
"322",0.924612371861971
"323",0.921824717562179
"324",0.914946435515368
"325",0.901170076278458
"326",0.902324667500181
"327",0.917244561687974
"328",0.910915307703787
"329",0.924094685686709
"330",0.931055866043482
"331",0.931235013887874
"332",0.921752552434067
"333",0.919489441384149
"334",0.909857838824715
"335",0.920289445991695
"336",0.928434332179186
"337",0.927840460392581
"338",0.938848787009002
"339",0.939492998180223
"340",0.934038836671221
"341",0.927623017515033
"342",0.933894098503094
"343",0.929658799580528
"344",0.918148504431141
"345",0.930525896813318
"346",0.925460224285459
"347",0.933893317662865
"348",0.942028034371512
"349",0.948138755761314
"350",0.948625677303515
"351",0.940982241172045
"352",0.943638712219408
"353",0.94911003470799
"354",0.948250703794102
"355",0.94735090823595
"356",0.948263645747659
"357",0.94586737139495
"358",0.954196564679529
"359",0.951219398804745
"360",0.953108094654191
"361",0.954070960532616
"362",0.954586255499371
"363",0.956107482714057
"364",0.953159709347893
"365",0.953393077471157
"366",0.946423253901163
"367",0.946717287648882
"368",0.94801374111981
"369",0.949002576517659
"370",0.945744176737162
"371",0.952408700322961
"372",0.955049319333037
"373",0.963346987067849
"374",0.959965927031205
"375",0.964156053525442
"376",0.962635348883587
"377",0.963890995201631
"378",0.961204517902724
"379",0.965459685721801
"380",0.959600889902863
"381",0.964027114779988
"382",0.963691413301133
"383",0.965181969792822
"384",0.967695449736193
"385",0.968437794356815
"386",0.970512648223427
"387",0.97112236762115
"388",0.966123909249627
"389",0.960268429252737
"390",0.962115162478853
"391",0.964302086800538
"392",0.960729438260785
"393",0.959909372595225
"394",0.960705268359851
"395",0.96180339231214
"396",0.963954553211942
"397",0.962119158314024
"398",0.967694020622292
"399",0.964091139650146
"400",0.964271004141125
"401",0.964879491944112
"402",0.968202075439828
"403",0.968676880322197
"404",0.967076691402427
"405",0.965419349086519
"406",0.966152672382881
"407",0.96640861382591
"408",0.96808062570859
"409",0.968840476207095
"410",0.969559681383089
"411",0.963970735286707
"412",0.970179441397541
"413",0.967106874028553
"414",0.970432934911084
"415",0.970927326699935
"416",0.972184157646543
"417",0.972827291737067
"418",0.972437459917402
"419",0.971662709691642
"420",0.970215301241518
"421",0.969104929939841
"422",0.968207134585744
"423",0.972355142060279
"424",0.972875511138741
"425",0.969547379968824
"426",0.967882051924805
"427",0.966183509883782
"428",0.966916991582675
