"","chain","iter","deviance","lambda.std[1]","lambda.std[10]","lambda.std[2]","lambda.std[3]","lambda.std[4]","lambda.std[5]","lambda.std[6]","lambda.std[7]","lambda.std[8]","lambda.std[9]","lambda[1]","lambda[10]","lambda[2]","lambda[3]","lambda[4]","lambda[5]","lambda[6]","lambda[7]","lambda[8]","lambda[9]","reli.omega","tau[1,1]","tau[10,1]","tau[2,1]","tau[3,1]","tau[4,1]","tau[5,1]","tau[6,1]","tau[7,1]","tau[8,1]","tau[9,1]","theta[1]","theta[10]","theta[2]","theta[3]","theta[4]","theta[5]","theta[6]","theta[7]","theta[8]","theta[9]"
"11",1,5051,907.129637865702,0.913193983634536,0.573573419722619,0.587792001964917,0.942422390342505,0.693049185890654,0.628630345875356,0.220527248954601,0.608347049228021,0.752992204053545,0.862965846907713,2.24082852951307,0.700202050052022,0.726555275173445,2.81803863099232,0.961379540024797,0.808315438970066,0.226093486535719,0.766497638342077,1.1443138575968,1.70795628826783,0.936067256767559,-3.29392256962527,-2.40290039144289,-0.339759034867464,-4.10160313196532,-3.60599571094448,-0.201983094325371,-6.09894588973978,-5.35105584536747,-4.93045771647608,-2.63834926809699,6.02131249867969,1.49028291089705,1.52788256788236,8.94134172576509,1.92425061997829,1.65337384887737,1.05111826465388,1.58751862958398,2.30945420468808,3.91711468263361
"12",1,5056,910.345032772695,0.918315062713854,0.7206726716368,0.600547107062498,0.948703800154375,0.766526247212679,0.552249273608972,0.309594911442999,0.643203093607705,0.743179307892279,0.863317654677217,2.31985451308107,1.03951846782383,0.751069391559026,3.00064852266427,1.19357015581551,0.662424323848308,0.325591705510013,0.840024518838375,1.11072762197203,1.71068860172393,0.943759930488738,-3.33986139080166,-2.85889288604713,-0.30361467889415,-4.78644054707896,-2.84749485036106,-0.441121913558088,-3.58088690477397,-2.99716815953394,-5.5323362320564,-3.93868491665791,6.38172496186261,2.0805986449468,1.56410523093684,10.0038915565673,2.42460971685347,1.43880598482589,1.10600995869692,1.70564119224964,2.23371585021165,3.92645549206818
"13",1,5061,925.369959802071,0.902443777348342,0.637279595241863,0.699525144275144,0.939637897640694,0.774575252691237,0.537824741150218,0.0151424307846071,0.762777819003395,0.853438768776817,0.878642287125502,2.09477195589379,0.826956366040625,0.978893545485544,2.74611054147702,1.2246602203096,0.637946131827591,0.0151441671114902,1.17956429953199,1.63747128777172,1.84016329020586,0.945580226010622,-2.72852759907752,-3.58004700891436,-0.0650069136292911,-3.7022626415993,-3.71705103510406,-0.00411008278409493,-5.88702784562091,-5.46266860996123,-8.64413056724989,-3.5360137014589,5.38806954719908,1.68385683133512,1.95823257339326,8.54112310601121,2.49979265520876,1.40697526711379,1.0002293457975,2.39137193673038,3.68131221827678,4.38620093462126
"14",1,5066,922.862494255303,0.924219585244707,0.823313418405312,0.741614744822466,0.953673176038074,0.831363531689404,0.701407117963224,0.0721824307419981,0.583410467291625,0.845480852451045,0.879941171441303,2.42030090484784,1.45055014020134,1.10552468938586,3.16998602025214,1.49598741458785,0.984070744494837,0.0723712149592508,0.718328808629392,1.58328046386475,1.85218540611603,0.956634734901427,-2.4984667693096,-2.80107788414384,0.139322957056379,-4.43375015414979,-3.0521799864814,0.104243184107291,-3.22594110344102,-3.8364944587978,-5.98942874880393,-2.40319716456389,6.85785647000729,3.10409570923813,2.22218483884169,11.048811368594,3.23797834460524,1.96839523017062,1.00523759275468,1.51599627730692,3.50677702725576,4.43059077862919
"15",1,5071,917.09065201746,0.937529253960102,0.886194302966919,0.631530914134969,0.957284903668471,0.876725308289571,0.751063055658381,0.328272577453575,0.534681070676693,0.859481467159737,0.873461803371536,2.69477399425239,1.91273030072908,0.814510022332654,3.3107279242415,1.82274630098919,1.13757707143925,0.347531730289278,0.632718278302615,1.68141061966073,1.79395141111477,0.963069621991441,-2.63388642171928,-3.71550793483247,0.0771828362665002,-3.37608211498144,-4.444347015374,-0.060499200231782,-5.71401283428518,-5.3153320663998,-6.79606339486913,-2.97010088670424,8.26180688009896,4.65853720332714,1.66342657648034,11.9609193883524,4.32240407776977,2.2940815934643,1.12077830355786,1.40033241969822,3.82714167190788,4.21826166544067
"16",1,5076,897.441186657966,0.93597049167905,0.878498653364821,0.589797376854182,0.960718512844852,0.898413763117563,0.708972896472001,0.509005937962815,0.4636372138978,0.832155738011025,0.847966144279229,2.65841455935542,1.83884494570246,0.730352856225612,3.46174101903888,2.0458016433389,1.00529917630244,0.591342719790047,0.523277723558655,1.50061806104856,1.59978401474902,0.962203853586339,-2.38366566221204,-3.23680319789129,0.0224968120452372,-4.53220502890878,-4.33715076646357,0.0565348478653743,-6.06011952593419,-6.82506376029978,-5.22279441151058,-3.35530710130828,8.06716796939287,4.38135073433548,1.53341529459691,12.9836508828964,5.18530436388813,2.01062643387437,1.34968621224869,1.27381957597273,3.25185456514515,3.55930889384651
"17",1,5081,926.601642874057,0.906944834010039,0.882995965488727,0.611651599179588,0.961353205379215,0.865172857360132,0.783176924384032,0.597297995998392,0.422163460567975,0.830419939302991,0.855114321974311,2.15298776862583,1.8811940907423,0.773139341824603,3.49179174813068,1.7252604923951,1.25953405657212,0.744742586648787,0.465696938228289,1.49051038509775,1.64940046406461,0.960696461719749,-2.65497629121708,-3.65285438554885,0.334468148588442,-4.05152844455173,-4.53412566750579,-0.575091207562928,-5.84455253461926,-6.05863662469308,-9.70399524071249,-3.1691398016486,5.63535633185244,4.53889120704374,1.59774444187698,13.1926096123135,3.97652376661937,2.58642603966501,1.55464152036833,1.2168736382752,3.22162120808425,3.72052189085656
"18",1,5086,938.503880509576,0.930984493732858,0.882812074905263,0.528555953574426,0.961449155492745,0.893769454624575,0.748712242939629,0.673277345212653,0.0663714870529507,0.820989211387871,0.874785317627905,2.55023214326606,1.87941783949928,0.622637424078519,3.49639786782384,1.99267856393373,1.12945802239264,0.910584830630301,0.0665181608081259,1.43795124381166,1.80550246338584,0.961909972986915,-2.66124934484738,-2.95236541530516,-0.168642912271223,-4.14019666032878,-3.8878379537618,-0.322765365594745,-9.20660288246106,-3.70201545083737,-6.43637128285279,-3.27264491695545,7.50368398454741,4.53221141542812,1.38767736186313,13.2247980501231,4.970767859161,2.2756754243471,1.82916473377401,1.0044246657173,3.06770377957951,4.25983914529235
"19",1,5091,944.768529300829,0.942928566625485,0.90118464841853,0.560240625877383,0.952787922194606,0.894031517993765,0.781868446007441,0.619912836563254,0.200343454322647,0.827342632939936,0.854974813814734,2.83165921896101,2.07916724853914,0.676349626612117,3.13792201430031,1.99558794684986,1.25411286016437,0.790029311481866,0.204489326741434,1.47293253023432,1.64839996565574,0.962812701349461,-2.39526506349698,-4.32139856415186,0.403321726129352,-3.80743255490504,-4.31324390357646,-0.568207414905574,-7.23364432482029,-6.80523588585486,-6.70469926188505,-3.25506414625909,9.01829393232688,5.32293644739783,1.45744881741835,10.8465545678305,4.98237125361243,2.57279906602965,1.62414631300051,1.04181588475116,3.16953023862247,3.71722244677383
"20",1,5096,925.89808794198,0.933225606639626,0.898812696846251,0.439630249712186,0.954069904459542,0.860665480204021,0.795409048552897,0.647934156116167,0.368079533738627,0.869651245157008,0.870812737193386,2.59740936316455,2.0505252644727,0.489468495659923,3.18464827474688,1.69032755682463,1.31239815561269,0.850646266408266,0.395872001172345,1.76161653520848,1.77133117188477,0.962873122153934,-2.60780337290536,-3.2664994956256,0.128984554161696,-4.43943756758061,-3.81226058542819,-0.777545114150666,-5.33889458678768,-5.74231554518475,-5.65262150272696,-4.1306527081797,7.74653539985485,5.20465386024083,1.23957940824359,11.1419846338483,3.85720724936073,2.72238891885558,1.72359907055432,1.1567146413122,4.10329281711993,4.13761412049067
"21",1,5101,916.952810587172,0.944343525033027,0.874094892000934,0.675516212705811,0.954291422560196,0.803366976679191,0.744643823017209,0.612517543810304,0.234016658763971,0.824287563200084,0.874612869754957,2.87068578985539,1.79945553213792,0.916146566539222,3.19291608498221,1.34909859787177,1.1156347128664,0.774890410067654,0.2407002829043,1.45589765916581,1.80398775409883,0.960135887508602,-2.42590665765006,-3.84853477370731,0.167153925664647,-3.83830768128026,-3.11495260513195,-0.356297837407386,-5.46636929353068,-5.38004777825127,-4.98674063293699,-2.97076117486668,9.24083690407769,4.23804021214175,1.83932453138161,11.1947131257381,2.82006702677959,2.24464081255249,1.60045514761482,1.05793662619021,3.1196379939645,4.25437181693855
"22",1,5106,903.835664760473,0.951352440844795,0.8869777635672,0.63755519930619,0.933137732663784,0.850440009590845,0.720911248955318,0.598740319140204,0.307850473529561,0.699256761101802,0.880588885935782,3.08775654790897,1.92064629450707,0.827558836982089,2.59551654908703,1.61658470084806,1.04023484998449,0.747544032488704,0.323564462108044,0.978158503233039,1.85824893335949,0.957424058253688,-3.3333729331508,-3.86803831398833,0.169786456566132,-3.71209329303968,-3.95086737683141,-0.677251446226968,-4.63421288674192,-4.10140205460731,-7.74008626591625,-3.64481910176369,10.5342404991547,4.68888218860375,1.68485362866715,7.73670615658465,3.61334609501602,2.08208854312225,1.55882208050947,1.10469396113927,1.9567940574471,4.45308909833168
"23",1,5111,950.753215511769,0.949264261064074,0.861493912834351,0.729229726319309,0.941549136369599,0.848938732345142,0.707631023254144,0.710613014488986,0.089675655435905,0.658413994629232,0.871956488801502,3.01852498712097,1.69662933867607,1.06570628154962,2.79494541209065,1.60634389066552,1.00148443191125,1.009991626556,0.0900384182349679,0.874787445287322,1.7810173553828,0.957116098740857,-3.74463273464885,-2.89484683405532,-0.0871752170622652,-4.29661662915171,-3.354530482186,-0.36314951484092,-8.2770800102907,-4.0236337879402,-3.35437155575895,-3.91712415187561,10.1114930978736,3.87855111285639,2.13572987853431,8.81171985656655,3.58034069507843,2.0029710673606,2.02008308571324,1.00810691675826,1.76525307443232,4.17202282017473
"24",1,5116,909.903527041982,0.959417891720145,0.86609144234194,0.656365048802639,0.945481092229608,0.901668384417134,0.795424609868308,0.643871363965605,0.252273524145162,0.60967613583565,0.874687764585232,3.40233424039658,1.7325792973898,0.869998999668262,2.903125214464,2.08512867880986,1.31246805824179,0.841514777991137,0.26070580138448,0.769161240158931,1.80464524023504,0.962322942204258,-4.34741753281729,-3.33147751707804,-0.250325667598924,-4.77530650012003,-4.53670703071057,0.0608543881265675,-5.22737780084177,-5.07086277174327,-3.63746427778699,-3.51187492072736,12.575878283375,4.00183102174372,1.75689825942378,9.42813601085663,5.34776160719534,2.72257240390496,1.70814712157747,1.06796751487552,1.59160901336283,4.25674444310297
"25",1,5121,851.552678070079,0.94241179102583,0.887838115805114,0.657171938394463,0.935663747047955,0.901932265454531,0.798092184088975,0.786648114206223,0.31723709649911,0.564381857899138,0.785870902248601,2.81775528065828,1.92942882506367,0.871880658794389,2.65141044604833,2.08839829060707,1.32455658350644,1.27412709198497,0.334516105171208,0.683673395787256,1.27083256386893,0.958755773638568,-3.21194087204888,-3.29698068412187,-0.214338769854081,-4.92906782370876,-4.6200690014441,-0.586771798341752,-7.48274065626932,-6.83170772256865,-3.95836769516998,-3.83880576053421,8.93974482167763,4.72269559098658,1.76017588317974,8.02997735341421,5.36140742021055,2.75445014291025,2.62339984653008,1.11190102461891,1.46740931210728,2.61501540538968
"26",1,5126,898.990267421774,0.930238560115636,0.876546821086674,0.743851142206067,0.944749517708073,0.910081654719772,0.768980269772799,0.835557589149314,0.359927924548292,0.234146072699251,0.824646927664811,2.53501846051514,1.82114396050553,1.11297425207286,2.88215150149252,2.19598940373957,1.20289900667187,1.5208467820063,0.385783062224012,0.240841111678562,1.45788052817895,0.959315233437721,-3.36282090376719,-3.25707928901905,-0.30306134247406,-4.30160878597739,-5.11171327975552,-0.2178173491421,-7.43333653676714,-4.04863492608478,-3.74097310412257,-3.2776599048521,7.42631859515255,4.31656532488576,2.23871168577715,9.30679727755559,5.82236946133645,2.44696602025218,3.31297493433892,1.14882857109894,1.05800444107457,3.12541563444332
"27",1,5131,849.806431913747,0.931259998532627,0.882221686397316,0.762924628273567,0.923322458169582,0.899565931431371,0.623265748002163,0.848774142150584,0.445270676400776,0.233572743831167,0.790152701321891,2.5559114731511,1.87374150519981,1.18010742313611,2.40432546904292,2.05951654544119,0.797004722145338,1.60522968653439,0.497289097390612,0.240217315644189,1.28918219434349,0.954612142492615,-2.92288904668737,-3.58389301184522,-0.346796973699164,-4.1160149200317,-5.73705697254529,-0.523922925850816,-4.84208848586294,-5.02140051815568,-3.22357728352143,-4.0122693333251,7.53268345858545,4.51090722830846,2.39265353014095,6.78078096108847,5.241608400946,1.63521652712197,3.5767623465313,1.24729644638357,1.0577043587353,2.66199073021229
"28",1,5136,844.414409926599,0.923555339870844,0.900605338595675,0.666300601600478,0.912537909854007,0.895383211784038,0.635978965730096,0.853705683545524,0.315223221230732,0.0188611425067082,0.827122765168995,2.40844650227285,2.07208236867198,0.893543742887929,2.23118696197514,2.01075770244652,0.824120381126552,1.63935894593367,0.332157418350866,0.0188644982589217,1.47169293881498,0.950804707931186,-3.70458815178629,-4.47998475580644,0.0283106680562582,-4.09138522843783,-4.78674952000493,-0.964604580778766,-6.3642446424976,-4.08981082459649,-9.69604460795043,-3.66623083745955,6.80061455431034,5.29352534256128,1.79842042045417,5.97819525928785,5.04314653794802,1.67917440258817,3.68749775361276,1.11032855056551,1.00035586929456,3.16588010615788
"29",1,5141,857.142922103393,0.941034119692442,0.904985844304012,0.66507703849634,0.912532580919963,0.896807563896731,0.679585882899466,0.821560492671672,0.286032578112471,0.0967596047314452,0.855787069273698,2.78155974247106,2.12716781295056,0.890599253845625,2.23110907289926,2.02704641669879,0.926376265632361,1.44102740352398,0.298504111696183,0.0972157623800997,1.65424391793367,0.954446328840863,-2.4962331678103,-3.46178023498793,0.260839863617477,-3.42109315293718,-3.8007287348223,-0.816005824669604,-7.03537282292075,-8.48617266183449,-7.78542718597245,-3.99695195156511,8.73707460093568,5.52484290445289,1.79316703095038,5.97784769517339,5.1089171754514,1.85817298552696,3.07655997770707,1.08910470469953,1.00945090445514,3.73652294002055
"30",1,5146,867.913593855982,0.931330922459241,0.91474594890646,0.632302709445346,0.899796986108059,0.927231430539367,0.679995324639432,0.715414635443746,0.01298674952587,0.113865623690001,0.830470023816359,2.55737884982799,2.26405724095647,0.816167838499163,2.06229384108601,2.47599230714621,0.927414172473983,1.0239222585008,0.0129878448088436,0.114611035538513,1.49080005439895,0.949734148643641,-2.83954205007674,-3.48480906622256,0.380931857301817,-3.97910401079677,-4.93186340472929,-0.333824686478118,-6.23126043792114,-6.58871777758046,-7.15659075695378,-3.15962792343844,7.54018658154756,6.12595519032744,1.6661299406004,5.25305588698129,7.13053790504721,1.8600970473056,2.04841679145337,1.00016868411278,1.01313568946721,3.22248480219591
"31",1,5151,864.266010072547,0.940881759060854,0.911067262028494,0.771434478414164,0.923975545828119,0.909546192327136,0.712797860198171,0.77814109404953,0.114400515927721,0.0198433403214703,0.856909082707538,2.7776323278365,2.20994580326605,1.21235871608356,2.41592833803692,2.18849847935687,1.01629431400222,1.23890158417294,0.115156552150429,0.0198472482141198,1.66239181526343,0.956659132915052,-1.93112249736573,-3.1521660237992,0.22077214188636,-3.75790185096159,-4.8611447890866,-0.646381501047612,-4.6720814752569,-5.43727926200478,-4.76793441408896,-2.79924547697322,8.7152413486424,5.88386045337323,2.46981365646378,6.83670973452986,5.78952559414733,2.03285413267324,2.53487713526622,1.01326103150317,1.00039391326167,3.76354654745484
"32",1,5156,871.325415120079,0.949354857165762,0.905375003062685,0.731600520398983,0.92500905360814,0.869508703526776,0.715360382748459,0.809695035369216,0.113368733122631,0.0805732932401399,0.874376511941039,3.02144173841427,2.13223628091514,1.07314725041809,2.43458632361559,1.76043265079504,1.0237632219231,1.37972876861118,0.114104365890814,0.080836116782637,1.80191641731269,0.956464463271355,-2.05008843693712,-3.73967844223784,0.269408700538816,-3.47542978410575,-3.78849730062915,-0.242420691108792,-7.55543666388085,-5.19216352109904,-4.13832171946635,-3.66611357582594,10.1291101786318,5.54643155765081,2.15164502107992,6.92721056713609,4.09912311798526,2.04809113456237,2.90365147493332,1.01301980631534,1.0065344777765,4.24690277498101
"33",1,5161,931.925736906348,0.923377140251184,0.906765608353308,0.784243333594561,0.906375907170534,0.879089620313534,0.657052323395896,0.841396477434322,0.328389642906494,0.0508616545419539,0.848683468320129,2.40529149258784,2.15059342728883,1.26398430884855,2.14540985443722,1.84428321175172,0.871601385363673,1.55693549971942,0.34767064120843,0.0509275696648639,1.60461657735681,0.953010836201402,-2.40765120002682,-3.51026937803673,0.257140337045705,-3.91123207777245,-4.48519091892959,-0.446145495870348,-11.2629046313928,-3.59131380051526,-4.7175924568871,-4.05632679736972,6.78542716431545,5.62505208949794,2.59765633301535,5.60278344351631,4.40138056514926,1.75968897496788,3.42404815028657,1.12087487475828,1.00259361735197,3.57479436032828
"34",1,5166,876.811888419647,0.908612849719929,0.916494974690046,0.665311702274362,0.906440088458804,0.881588071912517,0.613495508098645,0.878062704359236,0.196724264903657,0.283544445695199,0.842477215543408,2.17559165946842,2.29097283485,0.891162968800328,2.14626143663925,1.86769391330647,0.776873368821513,1.83485693349655,0.200645100181202,0.295679395453675,1.56381513267103,0.951742429735178,-2.11543032908936,-3.23927167449425,0.315360193849724,-3.74471119686639,-3.93832961063027,0.112252909510272,-14.0700656888884,-3.04469517682737,-4.42697104476707,-3.73429917180014,5.73319906874855,6.24855653002063,1.79417143696101,5.60643815440476,4.48828055380205,1.60353223118409,4.36669996640037,1.04025845622672,1.08742630489585,3.44551776917092
"35",1,5171,870.719676711224,0.929678265144762,0.930353095998046,0.752200925828553,0.896812158732004,0.901692288175172,0.712384911677169,0.862160519631295,0.566626557326621,0.516476796830529,0.860650644291162,2.5237447991086,2.53733915395745,1.14154246352974,2.02709947788493,2.08542434341534,1.01509849423742,1.70173824997013,0.687674683880064,0.603148525616926,1.69021517614551,0.96246485510647,-2.03049153365575,-3.73255054560991,0.278292455786316,-2.38955190091275,-4.65436319064605,0.119831843000792,-7.17187374188714,-3.18252576162919,-3.22665581287376,-3.17854813280511,7.3692878110277,7.43808998220549,2.30311919604155,5.10913229324135,5.34899469210931,2.03042495300307,3.8959130714114,1.47289647084955,1.36378814395387,3.85682734167259
"36",1,5176,937.831389857657,0.922577394295062,0.928202769388342,0.732664204186071,0.895924160571983,0.916627181747413,0.514455529444735,0.829355567315764,0.0772440330366027,0.389698801058317,0.884082405582555,2.39126111306285,2.49466746048727,1.07651284229863,2.01690669113114,2.29304020280057,0.599936203523809,1.48438186276963,0.0774755131153814,0.423152213173656,1.89176907063181,0.956050919202566,-1.78203609463247,-3.84495617826555,-0.0366887364962113,-3.30417752424983,-4.89242658991897,-0.288025105643651,-10.5531178034095,-3.15011113990536,-5.04378148617337,-4.02056464550519,6.71812971084658,7.22336573841401,2.15887989963387,5.06791260072958,6.25803337165966,1.35992344829856,3.20338951451943,1.00600245513249,1.17905779551376,4.57879021659915
"37",1,5181,910.77125964283,0.896246774397041,0.915596837470106,0.768308575827973,0.881956002446809,0.898189084622825,0.466322648576176,0.804051195480982,0.294718480440352,0.415486490218633,0.832926686431709,2.02059546719185,2.2770515799988,1.20033280270581,1.87120010467111,2.04315288859497,0.527147743109405,1.35234644586858,0.308417096056753,0.456779669519836,1.50515313189132,0.948435705089677,-1.90111232393059,-4.31830300434788,0.337909932242926,-3.48247272392892,-5.52079964449512,-0.0478991375335039,-6.67664642634355,-4.2157789918412,-7.89739962575997,-3.42685858360275,5.08280604203625,6.18496389797505,2.44079883725158,4.50138983172116,5.17447372617399,1.27788474306534,2.82884090965338,1.09512110514008,1.20864766648665,3.26548595044225
