"","chain","iter","deviance","icept[1]","icept[2]","icept[3]","icept[4]","icept[5]","lambda.std[1]","lambda.std[2]","lambda.std[3]","lambda.std[4]","lambda.std[5]","lambda[1]","lambda[2]","lambda[3]","lambda[4]","lambda[5]","prec.s","prec[1]","prec[2]","prec[3]","prec[4]","prec[5]","reli.omega","rho","sigma.ts","tau[1,1]","tau[1,2]","tau[2,1]","tau[2,2]","tau[3,1]","tau[3,2]","tau[4,1]","tau[4,2]","tau[5,1]","tau[5,2]","theta[1]","theta[2]","theta[3]","theta[4]","theta[5]"
"11",1,5051,7811.61911602555,1.54974744967444,1.55510130578469,1.58668277128999,1.65026381991431,1.53466055318977,0.64524818085867,0.434675181249577,0.513439683402644,0.697468576507933,0.552608067135642,0.844595500814519,0.482657462241172,0.598326902795425,0.973281635091287,0.663043813078673,8.68604374775114,4.52444866319489,4.01762647861668,4.20034790360544,3.89841119153663,4.74049405261253,0.717309204867579,0.265248879145015,0.084367595207503,-0.800089592517818,1.16128039350022,-0.773217452126853,0.99877058681995,-0.765849490525308,0.920144433117362,-0.585200353829882,1.21322366129359,-1.0509649102199,1.03821030726444,1.71334155999613,1.23295822585709,1.35799508260877,1.94727714120597,1.43962709806191
"12",1,5056,7719.05498065356,1.52160732592953,1.57617551109636,1.612209704752,1.62440034315851,1.57516317023216,0.617622711201717,0.472974979806386,0.549834409567584,0.70283230365937,0.675247653584305,0.785305419957284,0.536815275585585,0.658268567680662,0.98801826984838,0.915476974668263,9.02213472491859,4.20032541216291,3.73685753887805,3.86816199175568,4.62421015788334,4.3274593513475,0.751052535806409,0.249584259137586,0.0580195527739178,-0.846273236731593,1.01844152232743,-0.854698701920284,0.952851791874001,-0.810203101342659,0.970658320331053,-0.541748227980887,1.09650014979589,-1.08835142073311,0.818272490926957,1.61670460261429,1.28817064010203,1.43331750719635,1.97618010155419,1.83809809114775
"13",1,5061,7873.8063405598,1.57111301113991,1.49738584547868,1.55163536193675,1.59955307741558,1.53116226012278,0.644382186381768,0.400858572304438,0.482361516171744,0.703971085520376,0.677525108994442,0.842656141893825,0.43755167866558,0.550658449400962,0.991189390398434,0.921176664458438,8.76218094301625,3.74954158759078,3.82452501068834,4.46300869385558,3.78014033160092,4.65333124314038,0.737005276014868,0.211002127253108,0.0743948639683803,-0.809691155321318,1.15488793417302,-0.710057644064081,1.00504424106448,-0.777773817049587,1.10645655393152,-0.712871902289814,1.40250063709721,-0.975137786858771,0.887688390187968,1.71006937347139,1.19145147150307,1.30322472789667,1.98245640763842,1.84856644714277
"14",1,5066,7903.36584881543,1.56306214259335,1.56007904735873,1.61563716597571,1.61890695796654,1.58676630582381,0.654214469926256,0.345531256472332,0.476441677312276,0.713938014740781,0.720295901933652,0.865009406335851,0.368210347502686,0.541899890220782,1.01960716195261,1.03838869618318,9.7740891993619,4.13066695256181,4.32146770766144,3.98686551681835,3.77532932123774,4.50870602903985,0.746099768121016,0.199831894766789,0.136089896425378,-0.772745480380322,1.01325614389794,-0.522649535202777,0.987849784496219,-0.638748409923861,0.927139218663172,-0.584979286029569,1.36208583593225,-0.93395114522608,1.19491322062812,1.7482412730495,1.13557886000805,1.2936554910213,2.03959876470506,2.07825108436101
"15",1,5071,7905.82563440352,1.56019717530461,1.57230075379324,1.5204931039923,1.64712638633059,1.55399017287462,0.662360268260468,0.442037086532664,0.462112659454337,0.685662312601596,0.645899165906804,0.884107194955871,0.492796740095339,0.521088856467139,0.941947642962772,0.846057025778012,11.0791876781263,3.83113736053622,3.826625889247,3.97852072886431,3.95943017869911,4.74768641569049,0.73098866319097,0.28040802919593,0.119059145595164,-0.884326379567662,0.947086373332031,-0.74928180261128,0.861989667621713,-0.715387751989377,0.982558528027753,-0.359558216695622,1.35889726988652,-0.784991304701207,1.17315335034384,1.78164553217274,1.24284862704859,1.27153359633423,1.88726536208312,1.71581249086834
"16",1,5076,7796.33718846243,1.52262737835517,1.5208885709598,1.51982340542516,1.57621757406003,1.54920893639897,0.663439182151793,0.388720813480684,0.44585329613484,0.716056220319907,0.672450314213833,0.88667788424029,0.42190096455601,0.498101087361014,1.02580588512515,0.908541971583191,11.2534252773606,4.01903633452094,3.67729479865728,3.85690072093029,3.76398692995436,4.25364971137864,0.736776839038743,0.21311518416859,0.120689189628088,-0.796699316871403,0.853116494505721,-0.745800502269211,0.972078725938287,-0.619108815367592,1.09375674345312,-0.597707238245863,1.53979134333071,-0.737016185624139,1.22464513661479,1.78619767040084,1.17800042389329,1.24810469323022,2.0522777139574,1.82544851412827
"17",1,5081,7803.21696787806,1.54357944595178,1.46613870956292,1.50327458570748,1.56334569870054,1.46479369966834,0.710267261474206,0.269550119305448,0.496957266271199,0.674524953974927,0.673603873038219,1.00899966076578,0.279910630070562,0.572679851416675,0.9136784052916,0.911393110065382,11.8199580081635,4.13082485008712,3.67763598479832,4.10993956254074,4.08164063232731,5.44028105381527,0.731059519422101,0.206006673796237,0.0521564116127398,-0.988065607622369,0.922877186125545,-0.736821122273173,0.919023055121032,-0.668908374714386,0.967399942262039,-0.487614276605908,1.09161084225256,-1.0392514853869,1.05610733622355,2.01808031542545,1.0783499608265,1.32796221221862,1.8348082282962,1.83063740107465
"18",1,5086,7836.08387232405,1.5663756847129,1.48927143625375,1.48666541367316,1.56752452499536,1.503010118726,0.753493479047842,0.399793569114139,0.448784923364356,0.676698174061828,0.644268738246591,1.14607546256637,0.436167683612303,0.502198898535224,0.919101511297703,0.842402490921996,10.5409398348419,3.84259312250142,3.68306144183174,3.92751325820507,3.42546745260635,4.55138860157739,0.747363753346498,0.193844129125997,0.119788735092652,-0.805379784376556,1.04534026352307,-0.82539285519695,0.929809835773635,-0.624633689371182,1.01175630435582,-0.579275844885782,1.11141583520066,-0.987957106409965,1.02682829028832,2.31348896589672,1.19024224822772,1.25220373368999,1.84474758806972,1.70964195671158
"19",1,5091,7878.50886470943,1.53812188355957,1.51811615432436,1.49697040853093,1.58741485073184,1.50450801632837,0.731772913863196,0.435090483533356,0.472721772769237,0.668521548968261,0.65786998276207,1.07369156951608,0.483226226023658,0.536445161682738,0.898921670986314,0.873512747323877,10.8206838036265,4.27370529508002,4.10697035224812,4.08188473158261,4.01393115871901,4.93918279637163,0.749302928628792,0.198982430256056,0.110511260833584,-1.21828927402923,0.885971048974222,-0.818585275515378,0.953492466305593,-0.741607277227278,0.914424749222287,-0.647305059238438,1.01002708714239,-0.960852887575322,0.985072911393188,2.1528135864499,1.23350758551707,1.28777341149282,1.80806017056883,1.76302451973731
"20",1,5096,7710.01716092468,1.52078397290049,1.46099030793663,1.46966381651632,1.55003668150321,1.49827718889551,0.756941082000693,0.35636105878107,0.374256009753981,0.726165160035923,0.678655540458901,1.1583177128008,0.381400649588036,0.403586487207782,1.05620904866945,0.924023883418613,8.72789852567042,3.99188075383544,4.09607072384037,3.8368990242935,4.30979153359778,4.89282077584807,0.754831639820266,0.193139315641369,0.0816020407111654,-1.30335921565661,0.742189638551638,-0.686242501221856,1.04524954689577,-0.794233535331498,0.813176188252597,-0.618814464589354,1.07397128444549,-1.07076984152705,0.851142897049373,2.34169992378807,1.14546645550618,1.16288205265672,2.11557755449124,1.85382013712801
"21",1,5101,7752.22005301007,1.62817464031972,1.53192961836927,1.5574296271193,1.6127816876996,1.55140989777652,0.769249974270646,0.417692859350005,0.423547439435018,0.717437326502979,0.696884489834907,1.20393215075485,0.459716315225266,0.467556718567001,1.02987881327758,0.971696367118284,11.4301592415515,4.20209095151451,4.00150343922579,4.02827817651414,4.6727673732739,4.43682746068792,0.773549427724673,0.249529760622056,0.0563971267999588,-1.23073414806491,1.20703288839937,-0.738449588477249,0.856092760089397,-0.748939254978635,0.73420222111286,-0.541703899341411,1.20557534715887,-1.15596698622879,0.883791023241901,2.4494526236212,1.2113390904843,1.21860928507714,2.06065037003803,1.94419382987087
"22",1,5106,7786.21336878822,1.58528558552231,1.51968288939666,1.52564233188651,1.61552193379147,1.52455157667471,0.772586836875865,0.352804026966891,0.485829947763965,0.728948079385797,0.639833583127433,1.21684635366838,0.377049341573223,0.555835575418226,1.06482778732539,0.832559988330199,9.04457722817612,4.25518119389495,3.87148856307427,4.17154652377289,4.41402296407574,4.61915421840577,0.766127525167398,0.232556943048812,0.112916045984639,-0.997919877080625,1.05273913037157,-0.769102462737861,0.725891341796651,-0.630331444245881,1.01089211093169,-0.506982946735799,1.31209162628674,-1.10695381986266,0.750742183812453,2.48071504843602,1.1421662059808,1.30895318690051,2.13385821666029,1.69315613416838
"23",1,5111,7779.27859799657,1.60713974621408,1.49047863857294,1.5924871951338,1.61722757393644,1.53481035366606,0.735713661558599,0.347102364533244,0.530456750091953,0.716059452166493,0.685296891311538,1.08625658621089,0.370113328428555,0.625751139063932,1.02581538697197,0.941000892678082,10.2176797750778,4.4121021886235,3.93495870010218,4.0806986557161,4.28530051639118,4.53702672917642,0.766288450808476,0.274122924264723,0.0921309994354717,-1.20589794592484,1.14090774449715,-0.75984782316851,1.03652839119345,-0.543369546066018,1.14884855240781,-0.422012274894284,1.32887735221026,-0.880703217012517,1.16250950394922,2.17995337108653,1.13698387588046,1.39156448803981,2.05229720814845,1.88548268002095
"24",1,5116,7691.43408483799,1.5778343173009,1.53754147866912,1.56200799694211,1.59080603022408,1.51180939015189,0.687116407171112,0.427403940404221,0.518436061026352,0.646692594938078,0.654327524281268,0.945728331258412,0.472760190095448,0.606275430432639,0.84784263467857,0.865270787084997,9.7257846201624,3.65959812813405,4.17614806545211,4.02150676138703,4.1170299495249,5.59690817358834,0.736449932493932,0.250173994351829,0.0842424944356285,-1.17065021371945,1.0656841080158,-0.747471042406147,1.11840124021051,-0.938564703707744,1.02515785417504,-0.397455766259666,1.11970862167603,-1.08779720167864,1.13846701407982,1.89440207654482,1.22350219733908,1.36756989754628,1.7188371331787,1.74869353498269
"25",1,5121,7699.77109722543,1.59854538151912,1.52841442468081,1.55822309262947,1.61058760742064,1.52741231612069,0.741091770056563,0.414105033505266,0.527496811947808,0.696040251457903,0.650427188613417,1.10379451401905,0.454945938139302,0.620908079959117,0.969411660888515,0.856311306978022,9.50327407133368,4.08112087803086,3.71463425167176,3.7249417977038,4.28662038107012,5.11294631657017,0.762391303647421,0.24304973412597,0.0905259869227652,-0.899713108159938,0.863515441469726,-0.632029514728987,1.26708790855307,-0.727655130776948,1.06750437409433,-0.365355799385669,1.33302618894366,-1.0257432592413,1.08334634589032,2.21836232917854,1.20697580662945,1.38552684375852,1.93975896826663,1.73326905445841
"26",1,5126,7654.27483786646,1.63859439424309,1.53678683696936,1.55038233960111,1.62693559081425,1.49785706415203,0.747687273336931,0.429072638293772,0.529103120461385,0.712901119147404,0.578705638907258,1.12594855557019,0.475021470916223,0.623532405851228,1.01659366762337,0.709601150430524,9.50928214944326,4.21041041235186,3.59183651429165,3.9878267945091,4.78669580559568,4.45097460137275,0.757375879581656,0.239645783579582,0.0844348354927739,-1.12084311843017,0.920237441536607,-0.550684127521434,1.11265533120003,-0.708460689721294,1.25826209371796,-0.419481061880907,1.29387035980082,-0.860423958040162,1.11091834475766,2.2677601497906,1.22564539783141,1.38879266114662,2.03346268505194,1.50353379269232
"27",1,5131,7759.45081693637,1.58856970267431,1.48803234856556,1.53221527715958,1.63769994584398,1.48077356400237,0.77941127377279,0.422576503874657,0.540853115154894,0.736375810052283,0.615078802609476,1.24404719971929,0.466251566640438,0.643017650193755,1.0883911979545,0.780095886049617,9.90777317350796,4.23480760800936,3.74676614507155,4.30579213385749,4.20158840369954,4.25432311940733,0.780928750608141,0.204975682993108,0.0640164741110888,-1.00204832728181,1.12374990131147,-0.82157123386153,1.03376045218406,-0.643574505421925,0.987546306696092,-0.364763725056824,1.37152299944233,-0.817636016384355,1.00231961697954,2.54765343512942,1.21739052339466,1.4134716984607,2.18459539978483,1.60854959143154
"28",1,5136,7809.94208293135,1.50788110610292,1.51948269764114,1.53426848807527,1.57743737233748,1.47665834715633,0.751078459505787,0.319498001113254,0.569037885744344,0.716835534466304,0.603781700824094,1.13763059682287,0.337170115319523,0.691998129339547,1.02810104987418,0.757425731191419,8.90800901290834,3.86609157714722,4.11240191780318,4.07713182073423,4.24102578328643,4.78524851629631,0.757527296265772,0.159130764882711,0.0939073856711335,-0.924121652838522,1.16751457782948,-0.698687484873801,0.901624350972598,-0.673354275075558,1.26785787470283,-0.204271686486219,1.69217220157283,-1.11186001968253,0.831941243624798,2.29420337482756,1.11368368666458,1.47886141100943,2.05699176875239,1.57369373827086
"29",1,5141,7756.93446026804,1.49170885907651,1.49281874471158,1.49989845059287,1.55252838958132,1.48380498286645,0.718164539595949,0.333763295260309,0.553961077075303,0.685465395310778,0.62259389519804,1.03203342715007,0.354066563690473,0.665384689438408,0.941437293851785,0.795601290029385,9.23038763582048,4.58969863245782,4.27067098752791,3.77965659582526,4.16459241719981,4.46680052813151,0.741640901467786,0.167187441698914,0.102896840663014,-1.12876548498925,1.09935988765063,-0.715818820896502,0.946626956625462,-0.858776975345472,1.32225672255628,-0.275682878542972,1.66931106384236,-1.18064414172491,1.01988237301604,2.06509299475513,1.12536313152358,1.44273678493905,1.88630417825497,1.63298141269642
"30",1,5146,7698.46664980607,1.55998925965864,1.46986372685387,1.55141786583618,1.55277174735192,1.49947333777147,0.706820548517442,0.353473093373945,0.605024270439991,0.67549124609017,0.6056799002455,0.999190902931921,0.37786637339654,0.759883106791584,0.91608428963544,0.761183242447447,9.25064468072999,3.83096040570114,4.15423359973814,3.85143848390552,4.9271618498598,4.01988944065264,0.744221739147765,0.191154282798907,0.0678438789340116,-0.940194276947882,1.23184436208728,-0.813896746835899,1.00188753828439,-0.951671457802718,1.04585720546216,-0.493162052838901,1.33015385720593,-0.932721806987442,0.913000489943769,1.99838246050191,1.14278299614385,1.57742233598723,1.83921042571687,1.57939992858281
"31",1,5151,7681.66739486665,1.53288206251167,1.4777945757879,1.52561233389404,1.52031754789404,1.48757403097582,0.75947633842179,0.43458179640674,0.53500073705218,0.655427681641932,0.669715427004488,1.16746435400026,0.482529622366533,0.633248185302177,0.867819652016523,0.901830519914481,8.31114103847554,3.84667722910049,3.80655193840336,4.21824176498339,4.08620126344663,5.57213396394477,0.766637969164264,0.195362088313267,0.0669660409758282,-1.03672863451621,1.09021235209157,-0.78701920203922,0.989791805247089,-0.75540703356595,1.21680596623557,-0.651088402213267,1.42295667331851,-0.759874121400432,0.995255081411535,2.36297301786124,1.23283483646119,1.4010032641885,1.75311094842608,1.81329828664922
"32",1,5156,7805.46910367503,1.57427624926488,1.54313656716756,1.4969996682922,1.53459978074142,1.48988898037502,0.777751042063572,0.448039629245347,0.6061859090517,0.654418642369088,0.645722512452259,1.23732920566634,0.501155217970565,0.762188348311193,0.865481525195653,0.845660109078857,9.04522030549341,3.95302030643688,4.05967636991647,4.06989291250077,3.80906755573425,4.78292559659382,0.780117141728259,0.173375768729055,0.0438813461400814,-1.02941826108756,1.15056003254685,-0.70630031268055,1.09213349487383,-0.785431544693988,1.28897436821484,-0.407519851818237,1.23551178394303,-1.01236480702291,1.13851549266491,2.5309835631949,1.25115655249912,1.58093107830134,1.74905827045499,1.71514102008726
"33",1,5161,7653.10558450007,1.55396309086288,1.52012619607085,1.55791933423723,1.51471884788549,1.52659424088995,0.773523559144344,0.485870957232041,0.658668807531347,0.588811124171363,0.706462057404068,1.22051620184858,0.555896992234301,0.875385340240717,0.728482615050461,0.998178935238854,9.99306568259461,4.20829111912686,4.01778407325957,3.69316415885913,4.08086400714848,4.09439587179412,0.793139793293606,0.212585365300997,0.025233485297961,-0.98353819558834,1.29313714067725,-0.719505544996761,1.00806263820378,-0.937804825752282,1.08071712939411,-0.312734747072923,1.28992856575865,-1.02188772454505,1.03783257592359,2.48965979897489,1.30902146597514,1.76629949390836,1.53068692043076,1.99636118675457
"34",1,5166,7657.7437945644,1.61467519927338,1.45393135378869,1.61099538285032,1.54908747067284,1.53631683083639,0.772598629722445,0.469795445461431,0.680519016151935,0.578988409613238,0.696183787407407,1.21689243220673,0.532180094649611,0.928744047484404,0.710122662722663,0.969799550918128,11.8185536489363,3.79832082016346,3.91835954203197,3.98294065797259,3.79850086482774,4.49128443397985,0.791578846192772,0.251694891140553,0.094077878570065,-0.996055697335823,1.42095695227536,-0.628047465421512,0.905852389811839,-0.797747493393677,1.0966676977942,-0.635482834976437,1.40646188650422,-1.02596815060515,1.38288142624676,2.48082719156201,1.28321565314127,1.86256550573771,1.50427419611233,1.940511168961
"35",1,5171,7795.63395557012,1.58427469000108,1.51562453433737,1.57663651210158,1.47930236626406,1.52581707606223,0.754249402043759,0.368908413893616,0.660383412325098,0.513184822440963,0.729942699144858,1.14874071564055,0.396903719715418,0.879422384860999,0.597923689457816,1.06793531611991,9.52869829614533,3.67328191112516,4.02528629833243,4.57501422410974,4.52999985777648,4.55571466075634,0.769963426291705,0.240391837811784,0.101262058381224,-0.700762106431592,1.1341756931242,-0.564523108910549,1.23824905341271,-0.785503327216032,1.10679165352529,-0.465540971680265,1.15482829117351,-0.902977979002199,1.32214902508811,2.31960523177037,1.15753256272394,1.77338373099461,1.35751273841485,2.14048583941614
"36",1,5176,7771.34751098605,1.57297949473389,1.49542202277999,1.55410182696235,1.51447859869599,1.49256706343148,0.736150524527799,0.350485494793837,0.683989217837112,0.522893615858193,0.689868445478696,1.08766416546142,0.374223158377589,0.937623863478963,0.613438377437936,0.952942847049995,8.76232649735424,3.87360759998502,3.94622879282462,4.36133380466239,3.9759466134432,4.42046998522852,0.758783915346329,0.19878772503803,0.0950723226971216,-0.768266748843901,1.11398241243513,-0.830187870011639,1.14134238481209,-0.728197943761652,1.05456671956552,-0.475888732547892,1.22356778909761,-0.855959989358276,1.33930682464875,2.18301333682889,1.1400429722661,1.87913850936522,1.37630664291369,1.90810006974375
"37",1,5181,7682.55014341504,1.57577598920471,1.50664612850168,1.59753082343725,1.53080422321492,1.55210462094557,0.731661651620862,0.265773586336218,0.671530266397393,0.594018083473897,0.718545757232464,1.07334021682309,0.275688595173714,0.906276648494704,0.738413621563833,1.03316569967677,9.81900124879753,3.97548179503485,4.09866385088211,4.34322945281757,4.0726283439143,4.58711447752846,0.764326598401199,0.233183754819802,0.106503248448856,-0.858058247386026,1.20044051411531,-0.368290381110076,1.26924689194793,-0.978171172674555,1.20051505613604,-0.656127638053114,1.18197278036993,-0.942555605364094,1.10261947357538,2.15205922104984,1.07600420150886,1.82133736360679,1.54525467651102,2.06743136298858
"38",1,5186,7800.69673647427,1.5911849205431,1.50405287377155,1.57471148103998,1.54813384877686,1.49922515038217,0.717723447358024,0.296300332159497,0.708023986485717,0.656399481121407,0.653970504107764,1.03072571240055,0.310231326025796,1.00259930907069,0.870079188162196,0.86444570465022,10.8096355200237,3.73463815541826,4.26974393143883,4.31319112958756,4.14728850521669,3.77162406069138,0.768847553352257,0.198050561851264,0.0867428507962975,-0.770087170391366,1.1534383985429,-0.701118469407509,0.958408837190622,-0.820069394368744,0.965718771217768,-0.558028318297669,1.37015075006109,-1.05113417903311,0.907166502379644,2.06239549420362,1.09624347564772,2.00520537454903,1.75703779367299,1.74726637628821
"39",1,5191,7820.32391906304,1.58677149841599,1.46978354005456,1.67968385544119,1.59498631744422,1.51686264366609,0.703092288618983,0.307203704813999,0.756201234400277,0.681054793747905,0.582049735741297,0.98874091209819,0.322813757957624,1.15567173538165,0.930107357644795,0.715793463304043,10.2334942133769,3.50320262931433,3.69489477308864,4.24183263876825,4.03569796307494,4.53174134293023,0.771875076617487,0.249228935802255,0.139364130955615,-0.579537299841568,1.1980355033902,-0.582353535046591,0.868063837281988,-0.769621141418018,1.12165211211788,-0.621537528811887,1.15030028748053,-1.092468975596,1.382902405688,1.97760859125676,1.10420872232672,2.33557715996004,1.86509969674498,1.5123602821088
"40",1,5196,7810.29491367316,1.57494581863202,1.51843758750625,1.6692117955229,1.50879639200464,1.49956376418915,0.694974224277399,0.302208805476755,0.761055368782183,0.596869752130064,0.563657366975441,0.966537877536433,0.317032699018929,1.17322446371629,0.743912969633946,0.682386719294432,10.9047865459193,4.39534719505828,3.93192296519179,3.94359335829017,4.37322947538626,4.4982138434341,0.750976479445061,0.211693092581509,0.116683828248141,-0.600559090821274,1.16824645201446,-0.820285516921391,0.801974238410204,-0.85333115652654,0.979633561643158,-0.473085814411385,1.38105194498436,-1.02173149268791,0.861538574412788,1.93419546871263,1.10050973224723,2.37645564226238,1.5534065063896,1.46565163466942
