"","chain","iter","deviance","icept[1]","icept[2]","icept[3]","icept[4]","icept[5]","lambda.std[1]","lambda.std[2]","lambda.std[3]","lambda.std[4]","lambda.std[5]","lambda[1]","lambda[2]","lambda[3]","lambda[4]","lambda[5]","prec.s","prec[1]","prec[2]","prec[3]","prec[4]","prec[5]","reli.omega","rho","sigma.ts","tau[1,1]","tau[1,2]","tau[2,1]","tau[2,2]","tau[3,1]","tau[3,2]","tau[4,1]","tau[4,2]","tau[5,1]","tau[5,2]","theta[1]","theta[2]","theta[3]","theta[4]","theta[5]"
"1",1,5001,7464.49303389219,1.51558854354856,1.55938405240558,1.77396331842124,1.53048687003616,1.63858163777977,0.285203683550361,0.30103186998487,0.609184110381156,0.276109073136897,0.595876217847466,0.297562361475423,0.315674732946448,0.768173980598128,0.287276574232032,0.741992040796869,11.2545649058636,4.00843324955609,3.74032231026561,4.41253385771439,3.60905548688681,5.09283620533287,0.53752420253378,0.54174867887681,0.0315813920863431,-0.608512486195445,0.761887715943009,-0.60299512151214,0.841563254201424,-0.639236777808253,1.03163574337814,-0.477470119466695,1.11684994111128,-0.728936500211762,1.02516509110261,1.08854335896683,1.09965053702081,1.59009126446797,1.08252783010249,1.5505521886059
"2",1,5006,7472.21108352289,1.61351592618131,1.52048343018055,1.75258806314238,1.53400207220382,1.71072010355454,0.382028559818363,0.165300550345541,0.54231781804572,0.247041909680068,0.577292020137989,0.413383482966356,0.16760626960414,0.645483184601563,0.254943949374417,0.706999778941941,13.3398662172056,4.11435932255152,3.2639431584619,4.27333543893066,3.66128537227964,5.03562141332801,0.489231336670148,0.629321167589638,0.10281778610026,-0.826566898510823,0.783860961272248,-0.69719638505382,0.97158350092558,-0.508801513375196,0.890697792159375,-0.324998054623215,1.057959156339,-0.860098223712024,1.01058156212488,1.1708859039894,1.02809186161062,1.41664854160338,1.06499641732263,1.49984868742395
"3",1,5011,7442.3487384891,1.5679833734613,1.56301429177831,1.70692713449362,1.54957065822542,1.66229946885617,0.394038915151345,0.3383692717371,0.569953303390616,0.366454243956748,0.560571328277948,0.42872548348761,0.359579649445861,0.693646340905235,0.393852145620872,0.676931734253018,10.659590147914,4.0690378478833,4.29524980647406,4.4234063121399,4.63742158070336,5.37509243173595,0.565838724643495,0.58883638524525,0.0527670104626864,-0.856155104665507,0.748789862449114,-0.784488103525507,0.963783904937196,-0.55947021279008,0.734277437792122,-0.408995027015739,1.08857464438836,-0.677455881355712,0.951167004631801,1.18380554019169,1.12929752429561,1.48114524625122,1.15511951261016,1.4582365728388
"4",1,5016,7528.99730549831,1.6220509415641,1.62127547343849,1.72829031452393,1.60963512146167,1.65771939484446,0.430233538450449,0.426380101328967,0.442127908794314,0.363478957890848,0.489462563380172,0.476598139519984,0.471375697934504,0.492922589792879,0.390165326590228,0.561294630415716,14.0691297317261,4.02898791134749,3.60932621169186,3.69953980589222,4.46518087618131,5.27047254239511,0.533728628782815,0.649486207101121,0.0484537177851707,-1.00179014441957,0.728415173369362,-0.784514990278126,0.934132709731255,-0.695684296993537,0.888723966128808,-0.47879770396987,0.923655506983374,-0.810208556093075,0.914093060515598,1.22714578659391,1.22219504860324,1.24297267952812,1.15222898207326,1.31505166213352
"5",1,5021,7596.78609551421,1.62712242185145,1.70179486854269,1.71221716704206,1.74058502124455,1.78489332468118,0.377881447211315,0.354492065489746,0.41485922556958,0.422425998515947,0.505105551241231,0.408143671745557,0.37911196723484,0.455946572944565,0.466049429364256,0.585251279174027,11.3433095101545,3.58011463453198,3.32159658563482,4.02362224682824,4.19256242631357,4.49144519700496,0.512895775140103,0.751788759625458,0.0484596381638511,-0.749293432272682,0.769513627915754,-0.783243455423105,0.874817792802914,-0.611825924591666,0.776856156010381,-0.514499902488469,0.965056963028691,-0.749207377921766,0.848195246474975,1.16658125678595,1.14372588370067,1.20788727737989,1.21720207061075,1.34251905977484
"6",1,5026,7534.76539847309,1.66844801068623,1.64280700549683,1.70630515147652,1.7189870432739,1.81163768314673,0.416090558133439,0.327775836984664,0.416840146188191,0.412498666801255,0.565148497575836,0.457582701998107,0.346942493116082,0.458580204118271,0.45281843324707,0.685037451901929,13.6907552299251,3.77913798603824,3.57663918535724,3.83896871530486,3.96841932496154,5.71130720805057,0.535515208057601,0.75146819623355,0.0571782650287363,-0.749268873927394,0.810617952539226,-0.737530389501168,0.833609489291992,-0.568647215463575,0.693803777737612,-0.343458677981254,0.905532385205441,-0.750787694280806,1.03667770115198,1.20938192916789,1.1203690935296,1.21029580360915,1.20504453348833,1.46927631050829
"7",1,5031,7312.84603748276,1.6880197907216,1.65760320199257,1.71044289150808,1.68705932063092,1.75143643148152,0.478619981616187,0.291132600974274,0.447736698319172,0.423401644564353,0.569270878178941,0.54511150572194,0.30431468841884,0.500731379363738,0.467360612984412,0.692417270974324,11.754392139979,4.33280028999441,3.62796882676366,3.55886174198825,4.63929286839626,5.04949147403146,0.557513352501795,0.740615741143564,0.0325005460749863,-0.792519312955363,0.873682892289766,-0.707963598079749,1.01460290123797,-0.69401824940131,0.863724902329519,-0.453262971309993,1.18565754557601,-0.832781151744809,0.93309731797689,1.29714655367044,1.09260742958746,1.25073191427951,1.21842594256917,1.47944167714353
"8",1,5036,7563.06137089764,1.567506260826,1.59342827736119,1.73331706621066,1.66071887539317,1.68984717859383,0.373877991295635,0.314754848024077,0.502747235860941,0.44034200162341,0.557209169789414,0.403112562462008,0.331609567196139,0.581591592341334,0.490451358861499,0.671035458270465,12.5994373307717,3.43234911755998,3.69007555264328,4.74567350457866,3.65471784548195,4.60912523064055,0.551146639025133,0.622065498956473,0.024301704172157,-0.743718848769548,0.873366190899729,-0.769241253545164,0.951522047159942,-0.70527577445917,0.822801453282782,-0.49527855788629,1.02213901175634,-0.853552690243178,0.839314655436918,1.16249973801469,1.10996490505601,1.33824878028213,1.24054253540909,1.45028858625625
"9",1,5041,7415.9923360114,1.55309587691463,1.61738916521609,1.74862625602792,1.6064731471908,1.72319319223823,0.373110452228525,0.316418385229751,0.535299548389088,0.42937580984457,0.612217347933126,0.402151010671418,0.333556611650741,0.633743865708534,0.475432942270407,0.77428286519643,13.0468447960906,4.05570593518314,4.13510662904474,3.91093535083228,3.60866965944401,4.66824653215875,0.578416166464514,0.62216000155813,0.0794546505311867,-0.672223244390008,0.818898363248234,-0.773957581884666,0.851328703370451,-0.714257387580625,0.672606924920227,-0.550741683970607,1.05394957640905,-0.815191294299024,0.980434515767764,1.16172543538404,1.11126001317592,1.4016312873232,1.2260364825959,1.59951395533679
"10",1,5046,7468.51614302689,1.54406499782722,1.55564479764463,1.68858838897416,1.70024546911022,1.72114106065578,0.31976826025989,0.249384705507223,0.487852258674025,0.461597782252953,0.633081687917204,0.3374877923807,0.257521218078594,0.558869983845314,0.520350954847987,0.817845189640742,12.3252522174586,3.67848519653065,3.95980295698077,4.17177711992814,4.13745871207457,5.88283190852747,0.553987116457284,0.637556145874679,0.088191459874573,-0.715750798278651,0.813947800315804,-0.714267501971126,0.751833175048376,-0.748158109073617,0.74113014194788,-0.464124609283312,1.06306807167828,-0.842331315885748,0.829741793034814,1.113898010006,1.06631717776068,1.31233565884326,1.27076511621121,1.6688707542185
"11",1,5051,7395.60239056308,1.58221073570527,1.53020168705417,1.78164206585055,1.69342111928962,1.76797779400017,0.3676359390432,0.276011143717949,0.527120396285337,0.493544604359151,0.613447562797182,0.395320301496628,0.287166280021202,0.620294443756421,0.567474967404652,0.776776019737371,12.0369572922845,3.89217625534449,4.38632550591442,3.45719404940991,3.81040591261851,4.76812145842859,0.583568564164637,0.670379988481314,0.115915620440172,-0.674658513615719,0.752276879677032,-0.666281177697762,0.749583815728173,-0.767959192961205,0.923827957713019,-0.480586838149961,0.830030906243702,-0.92652942686147,1.0371117207374,1.15627814077538,1.08246447238122,1.38476519695509,1.32202783863091,1.60338098483903
"12",1,5056,7320.73717374749,1.51217301098994,1.57872402552094,1.70598322897925,1.58597664113687,1.67361471526872,0.369046146408424,0.373563650646526,0.529808776364272,0.389984020704699,0.588594064854646,0.397075263356603,0.402718648952523,0.624688217850169,0.423517444047167,0.72807167299983,11.2182382433302,3.64865324859239,4.55873936524334,4.16906228221936,4.24690881035335,4.86404808089877,0.570304355177843,0.583575006906906,0.0667026413720699,-0.667654105729014,0.753217550007387,-0.906778136219007,0.823348021760691,-0.603857599649256,0.868589528476732,-0.560791733135864,1.1297717025238,-0.997647567453638,0.910084216644776,1.15766876476972,1.16218231021415,1.39023536952082,1.17936702541225,1.53008836102477
"13",1,5061,7482.84807105304,1.58574079038855,1.58435001369129,1.73755135690748,1.62405117950072,1.71739021649327,0.323610252916821,0.305539844204233,0.495193948105556,0.347812577285388,0.58633152945342,0.342013858112405,0.320884781739365,0.569986128716655,0.370974724101299,0.723802468957485,10.2910447014187,3.78714744312595,3.53875878571208,4.17572555516344,4.69978954910715,5.18219367845162,0.52006190238233,0.593270632350273,0.0929952347333701,-0.617960222413411,0.92629581838644,-0.761238411203386,0.797624538199601,-0.597472263021378,0.845844304410276,-0.40811274541478,1.1446786113152,-0.841833717953218,0.94685362440686,1.11697347914093,1.10296704315192,1.3248841869294,1.13762224592204,1.52389001406895
"14",1,5066,7515.18309178124,1.51742736302621,1.54115910522026,1.66971518193856,1.59409043111943,1.64976879167402,0.370505305673267,0.25906414078198,0.472094128164244,0.40454647718252,0.549244344145178,0.398894486818751,0.268221179733398,0.535528467927341,0.44236059319612,0.657256729469426,11.6096453172269,3.37105661036254,3.85148404696932,3.76945244036036,4.1071596124228,5.59063780074623,0.514582326369552,0.567163952951242,0.0344914382087951,-0.789604559957683,0.813084805583822,-0.746385970267176,0.889897359065854,-0.690187993663372,0.996161933800323,-0.522279792677077,1.03369870695965,-0.885002699940767,0.883225632775679,1.15911681161439,1.07194260125758,1.2867907399606,1.19568289441282,1.43198640843285
"15",1,5071,7470.80228225681,1.46123990571819,1.52065080285401,1.66294566080117,1.57779489338871,1.63233220947369,0.267106171513071,0.288867924107341,0.506830334267139,0.413734956212862,0.538228828312959,0.277176806771873,0.301731032311368,0.587938966683675,0.454455346836853,0.638620821479186,10.6946438667752,3.62389220391543,4.03401941160209,4.01150249155242,4.39531668748956,4.70545098192362,0.505305687955169,0.516636455016458,0.0702058908477315,-0.838373488235051,0.845021917615809,-0.782165273200483,0.736368139447326,-0.665399193789483,0.98948157884141,-0.444605138782164,0.977840885444358,-0.753843897866675,0.753544831330652,1.07682698221225,1.09104161585968,1.34567222854507,1.2065296622686,1.40783655362675
