"","chain","iter","deviance","lambda[1]","lambda[2]","lambda[3]","lambda[4]","lambda[5]","reli.omega","tau[1,1]","tau[1,2]","tau[2,1]","tau[2,2]","tau[3,1]","tau[3,2]","tau[4,1]","tau[4,2]","tau[5,1]","tau[5,2]","theta[1]","theta[2]","theta[3]","theta[4]","theta[5]"
"11",1,511,7946.36854189811,0.456261929971155,0.425359399898324,0.596555536262083,0.47724437923825,0.786983071422609,0.600663902228999,-0.598416154139973,0.578504099959284,-0.599947673039672,0.625515663826562,-0.586297275940544,0.653136525536424,-0.389058936457535,0.687189864442763,-0.481676507865677,0.426752860308435,1.208174948741,1.18093061908186,1.35587850784494,1.2277621975145,1.61934235470576
"12",1,512,7822.01018737217,0.464103133167247,0.435951016321267,0.624806568657995,0.501071739967516,0.802024557374035,0.615305927142621,-0.665153061616746,0.597596030294103,-0.71553685472308,0.630958447592858,-0.591431098005692,0.649249960772614,-0.387968029116994,0.72694828947425,-0.512149517756538,0.416153390511967,1.21539171821566,1.19005328863155,1.39038324823818,1.25107288859407,1.64324339063102
"13",1,513,7846.95466431996,0.484656705208421,0.502086585797932,0.708155868988024,0.480185373122415,0.766891131178685,0.633839681552991,-0.684702488725656,0.601298924193058,-0.579535395380878,0.581442882749324,-0.488409120106867,0.729103430429158,-0.375774856180657,0.681352077208218,-0.544836578966431,0.337967582207274,1.23489212190348,1.25209093963822,1.50148473478218,1.23057799256071,1.58812200708052
"14",1,514,7916.88861382677,0.445486153087213,0.516012323034672,0.739780120133029,0.427644259130789,0.819759094790708,0.634895924440135,-0.604710074208247,0.55582554590115,-0.624349094444432,0.683961957334078,-0.471875433732997,0.80282462838998,-0.347115153661403,0.762243904110746,-0.578513549177583,0.4121693132372,1.19845791259244,1.26626871752364,1.54727462614404,1.18287961236752,1.67200497349208
"15",1,515,7859.35892705885,0.463949152434205,0.516623817883554,0.754963858364472,0.429901627842228,0.894098159276313,0.651829116169862,-0.681923078322285,0.533836264356477,-0.626793461347208,0.620027306979879,-0.453817393075051,0.795829036767474,-0.34040974812605,0.78274980283519,-0.583388111928366,0.321871652098126,1.21524881604442,1.26690016920458,1.56997042743657,1.1848154096214,1.79941151842129
"16",1,516,7890.5032806661,0.496255165494946,0.494957562364123,0.741040850187444,0.45842827356804,0.845002387012282,0.648268254295185,-0.668050600534816,0.51785288228585,-0.65367987937088,0.630809378196187,-0.648524874484604,0.776295444789356,-0.378364477858991,0.815771649653065,-0.59966998435878,0.337577742908726,1.24626918928042,1.24498298854143,1.54914154164653,1.21015648200657,1.71402903405645
"17",1,517,7960.9737230176,0.464594728796591,0.479662809202497,0.770661406100524,0.473682083308745,0.774246918625888,0.63711495228167,-0.618486673157052,0.50875343037633,-0.664028126229087,0.69909781552539,-0.561593085604615,0.79944798539621,-0.382832789051683,0.611914288927815,-0.630789788091695,0.232830655586536,1.21584826202558,1.23007641053203,1.59391900285284,1.22437471604771,1.59945829100168
"18",1,518,7951.37925287337,0.458065193562982,0.460347776620467,0.721459665542796,0.476260914122383,0.811294024695818,0.631535605985513,-0.737458767285071,0.609716065110289,-0.587136165909941,0.694178576861426,-0.504759126166631,0.813489711075324,-0.399746368374625,0.60362413408211,-0.612368619178063,0.24047967029117,1.20982372155389,1.21192007543941,1.52050404900512,1.22682445832069,1.65819799450714
"19",1,519,7892.37057128347,0.498017712903919,0.504946695621174,0.798309041602079,0.465540279052137,0.751191240139142,0.645600046480834,-0.772123963353125,0.518771198120512,-0.647859776191212,0.624554121892307,-0.570835701010433,0.694828668589153,-0.437193826650074,0.674727885764396,-0.643740961613376,0.344338598606831,1.24802164236605,1.25497116541874,1.63729732590363,1.21672775141994,1.56428827926178
"20",1,520,7932.58231060502,0.575347248057722,0.436890562202503,0.740787284900075,0.474487649369834,0.681250280437231,0.628553875853895,-0.667820960635581,0.571547374613809,-0.570482504759268,0.629390713208444,-0.580788005982064,0.656782392243385,-0.377486830182365,0.670061753616075,-0.670270821203798,0.298226117244386,1.33102445584759,1.19087336334162,1.54876580146962,1.22513852940451,1.46410194459581
"21",1,521,8025.18827304977,0.624370323426727,0.407106478674606,0.71602373795312,0.468216513020203,0.729167225794292,0.634298243695769,-0.686730915159852,0.581192842190278,-0.651016746120156,0.632697621973321,-0.561257293652808,0.625565776806987,-0.329314713520744,0.648449555275672,-0.577459226244841,0.296211561393791,1.389838300776,1.16573568497884,1.51268999331236,1.2192267030648,1.53168484317254
"22",1,522,8016.09853609209,0.543210091819388,0.397718673042306,0.622992922835712,0.455121249455709,0.684942695189952,0.593876908133128,-0.692506907654163,0.527357856550384,-0.566940705414394,0.619695067888038,-0.561032235177821,0.621257121537908,-0.3047538026617,0.74665231637839,-0.579267240512246,0.339778683402853,1.29507720385443,1.15818014288653,1.38812018190338,1.20713535170613,1.46914649569407
"23",1,523,8053.24302751497,0.55298770871402,0.422102659494485,0.616616891447582,0.429426749374711,0.751130260665746,0.605847618902241,-0.769164974456093,0.507171054990987,-0.574518256617782,0.592727446233412,-0.54140321583181,0.612064585511741,-0.286734941421973,0.734671546065422,-0.585377070708637,0.38448618397957,1.30579540598878,1.17817065515232,1.38021639081848,1.18440733307853,1.56419666848779
"24",1,524,7932.55351950273,0.536688557499401,0.423252431349469,0.606091561001305,0.443553428938768,0.749275330067787,0.603530661636417,-0.835370368955004,0.428781482158912,-0.575561199200553,0.577465722230901,-0.554703133993176,0.65003402173617,-0.300491000520058,0.79056952814266,-0.496422880403397,0.396662533112393,1.28803460775079,1.17914262064324,1.367346980317,1.19673964432334,1.56141352024819
"25",1,525,8062.78985213734,0.57908576322827,0.49881808030533,0.601012858263182,0.37682826426827,0.743794622097436,0.610513696851841,-0.814068159912753,0.494924908156319,-0.657587526435964,0.629501963137232,-0.502997511071027,0.62460407765169,-0.384940490703684,0.737662206945198,-0.573014760912443,0.377041635518003,1.33534032117367,1.24881947723949,1.36121645579768,1.14199954075144,1.55323043986107
"26",1,526,7926.76082769408,0.640240748425152,0.431040537026457,0.553176974104549,0.312070426044631,0.691815786013568,0.580121072744997,-0.804840316202598,0.498342717612241,-0.681141396366424,0.582885265856821,-0.633372278112235,0.661093116602384,-0.371015215039803,0.708073211334216,-0.59217931376187,0.295552986829464,1.409908215944,1.18579594456006,1.30600476467946,1.09738795081168,1.47860908177757
"27",1,527,8000.04422211122,0.631316132247983,0.419911514316823,0.562426473480296,0.324085248262725,0.733856340533144,0.588050961076728,-0.811494066921492,0.528424755651865,-0.697232996729584,0.609518700301904,-0.609921122245379,0.631680433517656,-0.331938400994239,0.655621291755899,-0.542888330652949,0.31271715787125,1.39856005883655,1.17632567985585,1.31632353807148,1.10503124814151,1.5385451285407
"28",1,528,7958.68788887897,0.56943037824436,0.439683290532893,0.552460789112216,0.340522831494189,0.792918680124528,0.592273121473675,-0.784315379107506,0.470795698536612,-0.581884067278423,0.652959702710523,-0.561602836489753,0.632355614195671,-0.339159528191302,0.641628530197361,-0.655561340731716,0.351625911431749,1.32425095566752,1.19332139597383,1.30521292350649,1.11595579876882,1.62872003329042
"29",1,529,7861.99102614755,0.602545821819427,0.417213934213632,0.607187820341127,0.330476698133915,0.82857728637488,0.608205883210201,-0.704191907982622,0.520961515359156,-0.650659460537394,0.702556967123335,-0.529779950565445,0.747652253113364,-0.387305778487409,0.763851786678349,-0.626706698292953,0.372037479477334,1.36306146739205,1.17406746690202,1.36867704917061,1.10921484800949,1.68654031949636
"30",1,530,7814.36420615136,0.614237382616963,0.372747379698983,0.529458771405288,0.322826527156876,0.781169781791003,0.578653045386934,-0.687065477914096,0.576873849486197,-0.581162282800707,0.679663647041458,-0.546918229917887,0.701583812924233,-0.418998051497951,0.735774589699088,-0.645994959852355,0.253732908071406,1.37728756220414,1.13894060907246,1.280326590618,1.10421696663617,1.6102262279834
"31",1,531,7918.73372790461,0.605860721146791,0.368339242925363,0.600178225017462,0.289400372195056,0.721212821264874,0.571997708619722,-0.658344224203974,0.524504774507703,-0.605589888337778,0.618860360186663,-0.647278181853275,0.723475496805184,-0.381768171909845,0.668958197812745,-0.630674513091378,0.244073454408274,1.36706721342851,1.13567379787883,1.36021390178511,1.08375257542664,1.52014793355684
"32",1,532,8020.42001740807,0.640412087394742,0.34276190058982,0.616317417831042,0.300871213631718,0.758461594353468,0.585727352816827,-0.653240664452399,0.563498817566707,-0.674698755663899,0.637495838040459,-0.463202259415038,0.725969587932179,-0.298917717456327,0.686409767411114,-0.642406827501182,0.254110339509684,1.41012764168129,1.11748572049595,1.37984715952192,1.09052348719222,1.5752639901092
"33",1,533,7990.9530528231,0.639989443440087,0.348883592638262,0.639366542661277,0.297344487703085,0.762637970089649,0.591053484195907,-0.695641564198347,0.595806834699838,-0.639688730982191,0.590690178834797,-0.516019650500075,0.733291163718396,-0.319555166689363,0.806368194201047,-0.649847537681212,0.360776488806285,1.40958648771475,1.12171976121218,1.40878957587463,1.08841374436741,1.58161667342246
"34",1,534,7843.236880585,0.687149458682598,0.358526853347941,0.591977605138756,0.267071971863092,0.668837806333147,0.569826979288958,-0.708703490312432,0.580844565318231,-0.65122532508755,0.530760218943546,-0.488927629709261,0.733225684335704,-0.294275828481149,0.748118276264282,-0.739700878355583,0.304845747070109,1.47217437856779,1.12854150457158,1.35043748498582,1.07132743815484,1.44734401118054
"35",1,535,7828.3381669628,0.590940567724632,0.343690446366431,0.670064250063885,0.267451825967174,0.715248831062074,0.572452888296506,-0.705711831018595,0.501946265802558,-0.662342324670791,0.541156552075724,-0.471248292729242,0.70266863501446,-0.328612668346161,0.700864570769572,-0.692397203349907,0.187006177439266,1.34921075458271,1.11812312292356,1.44898609921368,1.07153047921318,1.51158089033566
"36",1,536,7959.58202745983,0.582419756019541,0.373981528050601,0.613800561088613,0.291989508489147,0.752611154865656,0.577602531661408,-0.66419841029808,0.530450941648497,-0.693903396050596,0.574117949640303,-0.527115444184438,0.681501146593559,-0.340718627404291,0.716862480593282,-0.69159036372536,0.248798191072815,1.33921277220186,1.13986218332306,1.3767511287927,1.08525787306773,1.56642355042822
"37",1,537,8003.65049610007,0.520922284397496,0.524579248518992,0.627218410257366,0.337959951595195,0.730132898982593,0.60038538099821,-0.669852337990009,0.55930646324526,-0.79916915911228,0.524366560438931,-0.524494479660525,0.696426242003377,-0.29310374937769,0.704311220502781,-0.592896599984034,0.235492033683842,1.27136002638191,1.27518338797675,1.39340293416578,1.11421692888223,1.53309405017673
"38",1,538,8006.96770749624,0.510992008196633,0.538700963358641,0.628514023781362,0.341430765744247,0.729028733016326,0.601757602860853,-0.679675815418697,0.541050847475861,-0.785408082465564,0.530927748105805,-0.538660874886542,0.594339289446542,-0.514196809702244,0.65363988044705,-0.648810590349702,0.285022402099034,1.26111283244083,1.29019872792353,1.39502987808984,1.1165749677967,1.53148289356339
"39",1,539,7795.48731329364,0.561484894659671,0.533668537590291,0.535800242316795,0.375203091289833,0.669707501457403,0.588824228622666,-0.638485098731067,0.541480591690883,-0.722294736343299,0.514645451983499,-0.532385270160482,0.610572992610692,-0.428881929728203,0.675664537956308,-0.627780453349979,0.29588732980531,1.31526528693098,1.28480210801376,1.28708189966674,1.14077735971345,1.44850813750832
"40",1,540,7741.83372496461,0.585951249325051,0.487314334320868,0.537225544708304,0.42097001806576,0.605112466814733,0.581643186379262,-0.688658276138356,0.539137242020819,-0.764174889105107,0.582717226965051,-0.66465870386375,0.614509745223127,-0.460259461172718,0.697160181713413,-0.599678196377127,0.293834474035493,1.34333886658559,1.23747526043459,1.28861128588713,1.17721575611029,1.36616109749461
"41",1,541,7903.70895879793,0.549099036702548,0.490027880713292,0.554867101210224,0.439345060786662,0.622126811108072,0.585113855107373,-0.699526839454967,0.639752230005148,-0.781676005244626,0.552813099040238,-0.68950240650044,0.580641270998859,-0.482967858264559,0.708671343412426,-0.577233054981063,0.287645919167832,1.30150975210767,1.24012732387636,1.30787750000544,1.19302408243764,1.3870417690995
"42",1,542,7919.17593849489,0.53958489658641,0.498691385500377,0.482388475135694,0.421889816333067,0.602568415798617,0.564370794466391,-0.725257360545791,0.638031964135783,-0.647101478777357,0.536196779831859,-0.6202353008097,0.507738702688251,-0.385489263536768,0.698898304147087,-0.613715145915187,0.316641730176248,1.29115186062417,1.24869309797229,1.23269864094374,1.17799101712555,1.36308869571805
"43",1,543,8001.75124120867,0.603083867050971,0.56109185187938,0.579908018801061,0.44111945400622,0.625638286165599,0.612428031985022,-0.651256177727182,0.641470200635654,-0.67059118082352,0.517670858891388,-0.653135652224601,0.56294846446545,-0.423240595661624,0.747238516010294,-0.591314940311661,0.245510331558818,1.36371015069715,1.31482406624543,1.33629331026977,1.19458637270275,1.39142326511623
"44",1,544,7872.39656324678,0.630685245884851,0.550986575654896,0.635317044194502,0.426561025681193,0.613038639012028,0.620063620515779,-0.699392268367896,0.580036749565797,-0.64973059050067,0.616333781366062,-0.678058523041079,0.497645312675572,-0.391503406425202,0.717591360105326,-0.634187498807088,0.211441406613068,1.39776387937684,1.30358620655191,1.40362774664404,1.18195430863019,1.37581637292172
"45",1,545,8015.54680489449,0.702144298326153,0.562957377207447,0.621062211293233,0.438832325823,0.57359122236175,0.626916041272918,-0.684382112293121,0.622834684611902,-0.7075439859722,0.573151710111297,-0.580475268231699,0.571463740435502,-0.459888354533911,0.70274145921796,-0.622292004306658,0.241713423610479,1.49300661567193,1.31692100855229,1.38571827029644,1.19257381018722,1.32900689037045
"46",1,546,7910.71559817848,0.599423995875348,0.63215512633091,0.630983528937896,0.364077622177901,0.56377975627348,0.608960863329224,-0.663209768767361,0.602660795623877,-0.742199592852055,0.589950187904688,-0.577422377297983,0.578518137753027,-0.460966769123133,0.697838055278922,-0.662611587117949,0.272115701957007,1.35930912683117,1.39962010374645,1.39814021379092,1.13255251497071,1.31784761358378
"47",1,547,8113.57493838758,0.595306770753131,0.6703911288233,0.672391870541831,0.321389888316509,0.59033389320456,0.618944183198488,-0.633738759588467,0.547551610510204,-0.702114945255566,0.633596927056161,-0.646057275840384,0.602429242818021,-0.459727003112517,0.620412891058403,-0.612836949936158,0.274899227592852,1.35439015130452,1.44942426560498,1.45211082757074,1.1032914603121,1.34849410546605
"48",1,548,8054.03605142877,0.573674184216009,0.645069630682822,0.668090958330161,0.314837847194421,0.614036621526527,0.613249111903123,-0.610343689503943,0.663388092557149,-0.730430009122429,0.711870682176635,-0.566128272084836,0.652963246261199,-0.279924059092054,0.63629185071745,-0.629858166277028,0.238386201560397,1.3291020696359,1.41611482842927,1.44634552860251,1.09912287002602,1.37704097257571
"49",1,549,8052.59984447386,0.608790503762896,0.586129700199014,0.60975714753852,0.216320165168267,0.571813549974244,0.573475980337883,-0.652073179154345,0.695227962119283,-0.670441588128471,0.55222263524406,-0.54665495984061,0.635717761113105,-0.295114945310557,0.681522945552189,-0.632141563545152,0.260864389175505,1.37062587747188,1.34354802545539,1.37180377897431,1.04679441385843,1.32697073593415
"50",1,550,8069.47726372507,0.617146404916555,0.654590021718079,0.593715346570673,0.274867628140576,0.654679154345534,0.609741383518662,-0.754394129269182,0.582694689556481,-0.651944360431806,0.662343741213637,-0.513990867065354,0.600948675025624,-0.307967930821635,0.702219230552218,-0.594988708352189,0.351431918273855,1.38086968510143,1.42848809653287,1.35249791275353,1.07555221299963,1.42860479513458
"51",1,551,7832.9543421205,0.592592370446785,0.63296225665407,0.632638754216172,0.340444229375141,0.686204494216531,0.624689824067804,-0.739540758732549,0.473730874456344,-0.680901051597825,0.636811728632072,-0.53587130958501,0.685942921024684,-0.308891699426018,0.700243412944595,-0.625747304816208,0.350551349512424,1.35116571751174,1.40064121834861,1.40023179333619,1.11590227331483,1.47087660788296
"52",1,552,7995.90825040824,0.597007679126796,0.590381365635757,0.648396374123255,0.308709204859281,0.626220708480606,0.60558066915833,-0.742479677541361,0.489284106717078,-0.675869018076043,0.566186050197286,-0.473318811903905,0.712429009475898,-0.25165177477102,0.704489410792681,-0.521812055910437,0.34974227055944,1.35641816893636,1.34855015688994,1.42041785797618,1.09530137316485,1.39215237572995
"53",1,553,8079.0818789882,0.602698903631585,0.5732691457525,0.632530885228278,0.287619118875547,0.631434293146156,0.598055934942769,-0.670593814232269,0.488532550678951,-0.673446042896948,0.625940379530799,-0.520751113958904,0.732565436059722,-0.269207268260109,0.760886167144293,-0.526785628050647,0.402982664987077,1.36324596843871,1.3286375134718,1.40009532076767,1.08272475754275,1.39870926656099
"54",1,554,8022.57255762023,0.575912857339384,0.550985609458697,0.61681900761234,0.304878991575262,0.678072595242267,0.597900208170194,-0.689937267724244,0.62559453305353,-0.660221371396485,0.635771939758396,-0.533275494526034,0.646147415097469,-0.375263733890255,0.669859977553109,-0.520590387105404,0.357095203174551,1.33167561924881,1.30358514183057,1.38046568815187,1.09295119950395,1.45978244441858
"55",1,555,7903.05002359208,0.670547389585032,0.542072633040119,0.60239083049214,0.265414862668454,0.668844016741654,0.601862774580169,-0.655464826635653,0.590826016075641,-0.720587448382231,0.536040718629932,-0.497537758382115,0.63871113834053,-0.376369599777853,0.677061994272282,-0.524391625610106,0.29968611456934,1.4496338016793,1.29384273949105,1.36287471266101,1.07044504932531,1.44735231873111
"56",1,556,7800.32124226839,0.702880481868874,0.507505388091987,0.629143006070529,0.249147920898564,0.721694433049451,0.612348602707222,-0.720972276588338,0.552892308738842,-0.569122105506906,0.611494720633139,-0.616840039354268,0.634015838874338,-0.367008867030309,0.702155214493504,-0.549078283661827,0.402185110732341,1.49404097179222,1.2575617189424,1.39582092208746,1.06207468648808,1.52084285469457
"57",1,557,7974.45155037203,0.608950287879153,0.540994818677973,0.598049748115004,0.247291059555022,0.723244063384492,0.596461947492069,-0.687377406453178,0.513443136051077,-0.644950344544477,0.611927753827134,-0.569981113662503,0.567228304429648,-0.306270531394191,0.712759631309665,-0.524433248133207,0.408195904964754,1.3708204531081,1.29267539383641,1.35766350122042,1.06115286813585,1.52308197522091
"58",1,558,7807.79689120874,0.572136227189192,0.476518403871099,0.575314587867465,0.26201590038793,0.689345753917708,0.57016346819567,-0.670448477723652,0.558090552457308,-0.592046891974194,0.668522175055806,-0.592494143460321,0.611163244264127,-0.511768061885332,0.676084915743774,-0.456143335107196,0.419509427749095,1.32733986246228,1.22706978922786,1.33098687501311,1.0686523320561,1.47519756844437
"59",1,559,7929.80276810015,0.58843817538997,0.409354364301836,0.524921284401078,0.228241978879496,0.672009255328104,0.540050543838629,-0.691317917931509,0.558401910828216,-0.715423286708012,0.683174786674791,-0.587157089538818,0.580340151231106,-0.39595734066928,0.657716723428687,-0.473704136523302,0.323738980210692,1.34625948625628,1.16757099557296,1.27554235481728,1.05209440092283,1.45159643924663
"60",1,560,7922.56468841163,0.659959974177459,0.381731344565088,0.546292319496661,0.242367264357869,0.694954003886629,0.560523200918713,-0.736958564795425,0.485313256808004,-0.72206249269777,0.701314346106242,-0.548710637611882,0.631803569086376,-0.441426708183626,0.733363581832695,-0.495690677176659,0.40014554459998,1.43554716751631,1.14571881942347,1.29843529834104,1.05874189083232,1.48296106751806
"61",1,561,8125.47344117634,0.634015944363275,0.463144840356563,0.525158920396388,0.282322276044498,0.684395738340319,0.57276336778382,-0.722728786940461,0.43109196751549,-0.672479276661692,0.64123729296113,-0.580172879433927,0.628742695369544,-0.362153050330041,0.7235612311306,-0.532454669857464,0.396537956518444,1.40197621770686,1.21450314314891,1.2757918916719,1.07970586755095,1.46839752665839
"62",1,562,8012.43349376254,0.677455355122892,0.408944210920708,0.579475578551264,0.280650829898768,0.672660124098194,0.578419667676479,-0.757106216754219,0.458402735860617,-0.725026484642014,0.622832708034158,-0.538774176419799,0.60125139192803,-0.3441160808151,0.698790013044854,-0.543305034760526,0.381847186235723,1.45894575818468,1.16723536764556,1.33579194613732,1.07876488832287,1.4524716425518
"63",1,563,7993.32611026792,0.707081349547124,0.342885136400823,0.59461182018902,0.307030057239167,0.648709171802127,0.574889623967539,-0.847852087908063,0.586523368344908,-0.629618430279094,0.627624743477894,-0.555802107871408,0.614286251192334,-0.341511887353054,0.715149325597362,-0.557910481596548,0.442564776251514,1.49996403487738,1.11757021676461,1.3535632167085,1.09426745604829,1.4208235895802
"64",1,564,8040.14395518086,0.735616287319949,0.370240772242666,0.541113214903299,0.2424585539398,0.624664024059621,0.55832975002823,-0.860212543702707,0.558565797638711,-0.597040389455411,0.652978145659494,-0.543010846232128,0.590034786518423,-0.347412073804864,0.659830981144714,-0.611785336455269,0.240062189360721,1.54113132217039,1.13707822943085,1.29280351134298,1.05878615037858,1.39020514295436
"65",1,565,7920.51345915803,0.686847625358292,0.37217768285346,0.598299882585916,0.248970151861347,0.714071378787964,0.578639438295247,-0.78481787513315,0.642243024225977,-0.558976035570326,0.606508847679679,-0.554539270212752,0.674631972191506,-0.352612519634979,0.68456021343932,-0.592373406150792,0.24055246702324,1.47175966046033,1.13851622761417,1.35796274950232,1.06198613651786,1.50989793400414
"66",1,566,7993.38531111004,0.647329248907511,0.33345507417765,0.589353087684438,0.267286682611056,0.664597453546457,0.555954676174053,-0.750953602709561,0.623182980062177,-0.624479922269195,0.65924629851923,-0.537441716861413,0.634161186618301,-0.437632406988614,0.629340704361936,-0.464666020831514,0.413259773287892,1.41903515649116,1.11119228649482,1.34733706196318,1.07144217070122,1.44168977526044
"67",1,567,8012.31804236353,0.57945183321896,0.336555800992611,0.618966207033219,0.295980705713528,0.68104787509734,0.557919455262361,-0.84905508735129,0.548172402934356,-0.593888823750495,0.665877296029194,-0.637331442636568,0.64182642235391,-0.276544845933783,0.716710821956257,-0.42192335845604,0.394194724627655,1.33576442702081,1.11326980718178,1.38311916544909,1.08760457815468,1.4638262081746
"68",1,568,7821.19355143517,0.622082458517518,0.375026579208815,0.708188457846282,0.250183368109121,0.627644755044093,0.571644143182305,-0.516986847403478,0.60744848174023,-0.650389452404631,0.544540084389395,-0.584737254959737,0.620060603842858,-0.321154133120421,0.739862224633899,-0.457029312840888,0.384645016349101,1.3869865851952,1.14064493511307,1.5015308918267,1.06259171767842,1.39393793853436
"69",1,569,7956.44977708882,0.663649590257086,0.35566781329389,0.670669080659469,0.278366048744093,0.623093555897854,0.573218353356652,-0.51987943576003,0.693281648231631,-0.611319717349679,0.539345298631688,-0.54456990008347,0.71396489789912,-0.319622483981847,0.736884362949617,-0.553724611833854,0.390351450330448,1.4404307786484,1.12649959341326,1.44979701575262,1.0774876570934,1.38824557940143
"70",1,570,7970.9811801257,0.62641010476087,0.361732596505285,0.731699272888895,0.248015508858471,0.660279552156902,0.580082622587631,-0.615838387181684,0.730070533836032,-0.602251401626144,0.566937481390841,-0.521185422271691,0.638718925509761,-0.350241406957066,0.733259267986301,-0.516350554634248,0.377905642895205,1.39238961934652,1.13085047137446,1.53538382594614,1.06151169263433,1.43596908699652
"71",1,571,7961.9031292619,0.632379304626991,0.34537199136205,0.725367858791066,0.229066873334054,0.632783417145737,0.568186326409254,-0.621296228461365,0.673240693322218,-0.606485253777091,0.59777096181672,-0.430193177506052,0.775473484118423,-0.292561998400527,0.67919261492515,-0.561969984360399,0.342560300388084,1.39990358492052,1.11928181241739,1.52615853056714,1.05247163245904,1.40041485301464
"72",1,572,7929.89801129187,0.636178027875425,0.381329933491544,0.681728087603372,0.256073653230428,0.634886307911272,0.572982258551421,-0.776810679009568,0.62047864039926,-0.585349508833943,0.602397764630918,-0.432242726936646,0.750380570062249,-0.267015323778795,0.797573187317063,-0.56489744707724,0.360212921904234,1.40472248315147,1.14541251817667,1.46475318542735,1.06557371587878,1.40308062397321
