"","chain","iter","deviance","lambda.std[1]","lambda.std[2]","lambda.std[3]","lambda.std[4]","lambda.std[5]","lambda[1]","lambda[2]","lambda[3]","lambda[4]","lambda[5]","reli.omega","tau[1,1]","tau[1,2]","tau[2,1]","tau[2,2]","tau[3,1]","tau[3,2]","tau[4,1]","tau[4,2]","tau[5,1]","tau[5,2]","theta[1]","theta[2]","theta[3]","theta[4]","theta[5]"
"11",1,5051,4246.6022759176,0.182481850397288,0.408267162578341,0.526583700229637,0.743016786428047,0.629663674201384,0.185598188370729,0.447238403882747,0.619420391121831,1.11018527537873,0.81051580866081,0.668163534451957,-0.623045715106158,1.04058875089311,-0.901722230818094,0.902215565098361,-0.617263108651531,1.13018286071867,-0.521958840455395,1.32412214845867,-0.87113172492935,1.10815891148601,1.0344466875265,1.20002218990759,1.38368162093752,2.23251134566775,1.65693587608909
"12",1,5056,4316.31311699261,0.342844621779358,0.344958176031572,0.447126410276646,0.780734609173244,0.670795815569087,0.364964334380588,0.367517089071394,0.499878163852704,1.24944973192069,0.904473780918705,0.69636082191903,-0.683064496293056,1.03568038501997,-0.951919909058967,1.07350425287314,-0.630991946432009,1.20587022999721,-0.569067882142483,1.61431028999766,-0.870148951585078,0.953099205701993,1.13319896536987,1.13506881075951,1.24987817869675,2.56112463259669,1.81807282036938
"13",1,5061,4333.89771180451,0.36234868507285,0.25264149712301,0.521371724220502,0.757974699669536,0.621464928199206,0.388768367927111,0.261111980521049,0.610985112478618,1.16203180653077,0.793249456276804,0.674131228529968,-0.843095267311123,0.93076969252988,-0.655500072605363,1.22463790822634,-0.483336879965305,1.0059068896572,-0.388275313573409,1.66877895461405,-0.972639645685007,1.07665280113892,1.15114084390071,1.06817946637162,1.37330280767051,2.35031791938916,1.62924469988345
"14",1,5066,4304.82612145761,0.419340663705737,0.299834116585447,0.511247766490439,0.749288308199136,0.553835375025831,0.461915939512809,0.314294375403856,0.594866086220445,1.13143853360118,0.665166889586138,0.66742511787865,-0.612294439005584,1.01759988640876,-0.802023183780342,1.10536852768067,-0.554294100496106,1.16867615926734,-0.470157073577018,1.68090526846294,-0.926816455124636,0.934903739430789,1.213366335176,1.0987809544105,1.35386566053523,2.28015315531759,1.4424469910017
"15",1,5071,4209.02539178123,0.31623688861748,0.335819308530274,0.415429904320967,0.741022167697249,0.57013785069792,0.333344017901821,0.356523927195008,0.456704483122316,1.10356458268907,0.693979081433036,0.634177201699608,-0.647183399679718,1.17440043080749,-0.722272424480936,0.91160946148308,-0.854323792075443,0.783221130110515,-0.450685787009564,1.55126613526364,-0.912605018805647,1.1372764429811,1.11111823427093,1.12710931066255,1.20857898490402,2.21785478816571,1.48160696546664
"16",1,5076,4316.17627475549,0.296914065934798,0.389993846197396,0.381288972873349,0.781049805731554,0.512797467110333,0.310935971287575,0.423530028396124,0.412446900995377,1.25074285065271,0.597311268983637,0.64208577257652,-0.671898352727448,0.975820882086942,-0.770147695843135,1.20874589312198,-0.57479941683334,1.11705333405153,-0.325954192253792,1.78220298246673,-0.659308561659617,1.08776158611168,1.09668117824055,1.17937768495322,1.17011244614069,2.56435767845886,1.35678075205484
"17",1,5081,4272.75655451565,0.335596854909431,0.434212935430871,0.373648666181254,0.741281055613732,0.495752140472703,0.356257772764388,0.48202485487537,0.402825169583117,1.10442021811206,0.570837834324221,0.629771955411132,-0.638849049461614,1.16797644422206,-0.689964660738065,1.04884398052746,-0.712181679618429,0.844410767455173,-0.286435313180702,1.81104424224621,-1.03209609104303,1.06278688264073,1.12691960065504,1.23234796071762,1.16226811724967,2.21974401817469,1.32585583309597
"18",1,5086,4322.4662752772,0.424309163962188,0.5119891130442,0.523835426908885,0.753990879607753,0.523223088370413,0.468582018734187,0.596034829768696,0.614960601802264,1.14782802233071,0.613970542703968,0.703141984638736,-0.658046622045887,1.02430855062289,-0.730135592646467,1.10115602182735,-0.816264054447756,1.0696258315303,-0.235146557722612,1.8798498551688,-0.79978665629678,0.969609693895894,1.21956910828101,1.3552575182974,1.378176541769,2.31750916884763,1.37695982730821
"19",1,5091,4227.06872612872,0.525685304513223,0.463178925587586,0.502734487786512,0.783881499058132,0.592214545252877,0.617959573497719,0.522619119443417,0.581571857016117,1.26247108645274,0.734957812659723,0.734540590033574,-0.674836991671671,1.08321805571949,-0.480454560341238,1.06039949494327,-0.632464606416165,1.02129156898549,-0.465831346956148,1.83641880432363,-0.651412971017127,1.15140852756064,1.38187403447748,1.27313074400781,1.33822582487318,2.59383324412917,1.54016298638956
"20",1,5096,4239.84751954015,0.638439171020663,0.389675873940035,0.544374472457358,0.747607932254044,0.557969468420628,0.829494817745769,0.423122860663285,0.648959239488512,1.125677657333,0.672364585364731,0.732436917572271,-0.873822709855347,0.854047416581211,-0.803039992428229,1.06983692594434,-0.80277142836332,1.1069253146212,-0.485155254142228,1.56929812514766,-0.839602882752984,1.18360494563385,1.68806165266709,1.17903295521588,1.42114809451751,2.26715018821871,1.45207413565269
"21",1,5101,4232.33197815786,0.67933977439924,0.55638924123316,0.598510293902209,0.754687168549688,0.564474057708784,0.925753171800811,0.669604831041713,0.747096493887792,1.15028904388238,0.683837306251186,0.777221599822108,-0.973119911591537,0.970211436306343,-0.872460716908136,1.06121602773015,-0.689436516244498,1.09544362960772,-0.34835533909793,1.58969371623521,-0.853743207535127,1.18656508438106,1.85701893509926,1.4483706297544,1.55815317117943,2.32316488447584,1.46763346142088
"22",1,5106,4229.88947772022,0.668632128056312,0.459823612228466,0.530971062390338,0.760266475381486,0.504301325840757,0.899190563932781,0.517813392491178,0.62659589139615,1.17034053218318,0.584001297707686,0.742591274777553,-1.10307232692289,0.903808089345733,-0.900003182206859,0.868470873939159,-0.642200917782028,0.854311736459113,-0.524834978113563,1.80042672693741,-0.808286152762323,1.10006729320146,1.80854367026575,1.26813070944322,1.39262241111454,2.36969696127082,1.34105751572426
"23",1,5111,4254.54545532011,0.621940721967955,0.458024475490075,0.513623179226092,0.779957610587748,0.486976486825849,0.794239632004375,0.515248150646876,0.598617343075125,1.24627244850496,0.557554475756167,0.733737194277629,-1.08895787234314,0.752528817460518,-0.975073616447836,0.796907064379626,-0.925956714412431,0.922694550386955,-0.423032968125644,1.61700238967061,-1.02055664682352,0.655279816566607,1.63081659304645,1.26548065674503,1.35834272343032,2.55319501590256,1.31086699343573
"24",1,5116,4170.51843252542,0.626659473688658,0.492501719592653,0.517115926413715,0.78713770090571,0.497203703883596,0.804138246368465,0.565891334446586,0.604167123559169,1.27621055252578,0.573057068669784,0.745143446493876,-0.821651201381526,0.822603931124826,-0.845150911763492,1.08289796634395,-0.679367475642695,1.14712821690837,-0.447128547754892,1.60276004728461,-0.922983587335967,1.10850457705135,1.64663831927255,1.32023300240174,1.36501791318976,2.62871337437816,1.32839440395241
"25",1,5121,4279.7584334039,0.465423409791379,0.563746251936564,0.551025740849992,0.733006862317529,0.519138245083085,0.52584977545469,0.682544452185329,0.660315760478041,1.07760066238754,0.607399258505338,0.716374078161768,-1.01311779998275,0.809319819904928,-0.963294833744304,1.11392249160712,-0.912840473315845,1.02189182158006,-0.705125877569359,1.54950852210407,-1.03476887683011,0.925810835882184,1.27651798634575,1.46586692920897,1.43601690353569,2.16122318757806,1.36893385923284
"26",1,5126,4295.37351092106,0.580568216327288,0.55082400944648,0.502659515249424,0.710957017853687,0.564907218877538,0.71304340180315,0.65996869702874,0.581455802121281,1.01098003951057,0.684607872228736,0.727117543024915,-0.866933089225556,1.00724746354309,-0.722464285401264,1.13371752382095,-0.753606184698404,0.89139253051117,-0.378713694679796,1.58112297380724,-0.948925288332297,0.932917163265602,1.50843089285501,1.43555868105781,1.3380908498205,2.02208064028879,1.46868793871756
"27",1,5131,4237.39196278726,0.535964441616091,0.646425484503865,0.487249893610616,0.747273997001854,0.343198381711673,0.634848015128034,0.847240976804518,0.557964926424747,1.12453868221985,0.36539116687271,0.713644038002945,-0.929710958740356,0.853951205704845,-1.08617491035053,1.33056850288473,-0.765711170247702,0.819491399024459,-0.456236072852011,1.42829768085428,-0.785581657416011,1.03153432908569,1.403032002312,1.71781727277667,1.31132485912017,2.26458724780876,1.1335107048286
"28",1,5136,4262.7806013517,0.662482427838884,0.558835278535027,0.521279999869458,0.727806960786307,0.260809844190748,0.884397766719651,0.6738811584729,0.610837510788126,1.06128026361432,0.27016003065013,0.710210401870022,-0.798673996374687,1.00709246522409,-0.895028857540351,1.08503476743383,-0.436174069894737,1.06162252918929,-0.452888694892553,1.49890822572271,-0.837809588231721,0.924454683093626,1.78215940977871,1.45411581574478,1.37312246458583,2.12631579793728,1.07298644216088
"29",1,5141,4339.82639635828,0.63517922762051,0.421994553623126,0.612314591917543,0.619932174957933,0.247535986873049,0.822382437041588,0.465470234210624,0.774479611616298,0.790069340121377,0.255487076852522,0.658911965872668,-0.909797780415144,1.13266777654159,-0.765174492819591,1.05969347892649,-0.554157501554184,1.47200841544205,-0.569493152060738,1.35926051095565,-0.711406680105626,0.933849885716783,1.67631287275446,1.21666253893609,1.59981866880933,1.62420956219983,1.06527364643865
"30",1,5146,4303.20386800591,0.57022785166689,0.481532907801149,0.64373069769807,0.64211586941423,0.301388108635869,0.694141410478214,0.549426651912643,0.841200815972917,0.837606972039676,0.316085598690844,0.677161762360317,-0.835137111214163,1.00161723153538,-0.710706388361643,1.1877237908008,-0.622488227120651,1.27307541878292,-0.674328535842077,1.33749690378657,-0.865764856172877,1.06599072879892,1.48183229774069,1.30186964583194,1.7076188127935,1.70158543960948,1.09991010569975
"31",1,5151,4221.96157502153,0.550869775601339,0.55784241232103,0.613336486514878,0.706636043075392,0.273507984773396,0.660047419628328,0.672142299598441,0.776550541169403,0.998669879356175,0.284350339278905,0.697043859661892,-0.77782771083414,0.966649391430097,-0.660931546422322,1.06738638211879,-0.757928022746659,0.95893899322274,-0.522628255871904,1.3747353412308,-0.888973791695544,0.859281129674263,1.43566259615801,1.45177527090948,1.60303074299049,1.99734152793328,1.08085511544803
"32",1,5156,4360.75045865417,0.463766602996287,0.506265283034116,0.496952981287823,0.673430892997892,0.217154381926172,0.523463764853616,0.587057418833941,0.572673294104269,0.910964797738882,0.22246295483656,0.613402882535562,-0.848062295283235,0.984670651960244,-0.721256256111639,1.01411218214217,-0.744435672726293,0.889829051969908,-0.503652035524978,1.20572982487769,-1.0668852896485,0.839193085278899,1.27401431311472,1.34463641300797,1.32795470178023,1.82985686271944,1.04948976627461
"33",1,5161,4296.89474590248,0.445126800931981,0.604546850121494,0.47640451563035,0.726552805894422,0.38648352820938,0.497088701304849,0.758937901256109,0.54184521275269,1.05740294551549,0.419044860366371,0.681957492740802,-0.69516542124209,0.958127180430582,-1.05307707431617,0.869392021522948,-0.475464871225471,1.08672725715472,-0.430168268114507,1.56786667792468,-1.08578671457603,0.815279291946962,1.24709717696494,1.57598673796303,1.29359623458301,2.11810098918483,1.17559859499947
"34",1,5166,4226.37296601709,0.53673148510061,0.69292692474515,0.511768246450602,0.707018770749645,0.368299613220781,0.636123858845428,0.961053271845501,0.595686441948778,0.99975111535646,0.396145830502006,0.720345461533257,-0.79888224484338,0.977817726949115,-1.17348652020875,0.711302859766934,-0.600547812366741,1.0432767675663,-0.753915096364446,1.35063062288747,-0.940573491355454,0.981760844281461,1.4046535637924,1.92362339132494,1.3548423371216,1.99950229265649,1.15693151902412
"35",1,5171,4327.54667788188,0.588454722405107,0.733610924077605,0.480542645824702,0.63297815770932,0.23746188695423,0.727807993434912,1.07952266904332,0.547957057626753,0.817622022681232,0.244454041041512,0.700210606204535,-0.912719590779058,1.04786672343024,-0.960640811148071,1.03766678037543,-0.838302564368053,1.05046032991844,-0.437588790567512,1.28632856415734,-1.00898540172602,0.786365213262311,1.52970447530775,2.16536919297842,1.30025693700297,1.66850577197335,1.05975777818153
"36",1,5176,4332.75797483794,0.53540052565308,0.63829083000329,0.469716703500219,0.636629736761494,0.21518528202046,0.633911446267816,0.829169551058643,0.532065642282311,0.825537887749659,0.220347305309947,0.64907046574951,-0.62430550793604,1.18700598127319,-1.12185047248224,1.1790814952123,-0.688280012119559,0.776939496894998,-0.373917411300691,1.34968940568349,-0.942257860428594,0.863124276858093,1.40184372170935,1.68752214440279,1.28309384769729,1.68151280411017,1.04855293495735
"37",1,5181,4320.9771087773,0.510880502884977,0.711746168465524,0.578242544812467,0.638378694538969,0.360466656409854,0.594287756207522,1.01325303044767,0.708747899622079,0.829362192403193,0.386446653583213,0.713888640397133,-0.850393862285339,1.06574436355307,-0.865115071798457,1.16089287484693,-0.801156363509454,1.1384992136786,-0.483673203478347,1.25748024830435,-0.829321734353354,0.958715364156416,1.35317793717817,2.02668170371139,1.50232358521871,1.68784164618783,1.14934101606566
"38",1,5186,4261.94538137897,0.527007999278825,0.661100833928745,0.600100402144098,0.661052851136564,0.408598440165938,0.620111311217525,0.881118777894985,0.750196125630748,0.881005185549639,0.447673997738468,0.719371577834436,-0.795369071928306,1.14404036559561,-0.787576347326946,1.13445634745948,-0.559268094094919,1.00537455669576,-0.264099233959744,1.37948156087353,-0.58109325393945,1.16644913435475,1.38453803829992,1.77637030075915,1.56279422691139,1.77617013696535,1.20041200825114
"39",1,5191,4173.98072995802,0.482932691467519,0.742090202189908,0.679447852512027,0.701222628677674,0.333584687660488,0.551508671631334,1.10710154805171,0.926026730851346,0.983561444435678,0.353853359730575,0.754691403837044,-0.742708258472565,0.952104485441156,-1.01680733653374,1.2005483855861,-0.607791218126312,1.23839363252271,-0.395349547906629,1.42437348776568,-0.903289670777478,1.10950783435526,1.30416181488456,2.22567383769848,1.85752550625123,1.9673931149804,1.12521220019262
"40",1,5196,4244.30973636406,0.495704517323226,0.63485577421405,0.617781009423493,0.69897142083919,0.387946285531976,0.570765133023958,0.821680787732771,0.785630900507033,0.977377906876302,0.420911216977985,0.718949441136253,-0.892817071471386,0.907854314385588,-0.779425577639452,1.22981018957511,-0.557260365971077,1.2897346581871,-0.447666135459006,1.31072364623801,-0.850649433144143,1.11604389498093,1.32577283707586,1.67515931692915,1.61721591183149,1.9552675728499,1.17716625257789
"41",1,5201,4248.01054088689,0.568096534705288,0.570181690771272,0.638900703293872,0.713198393402381,0.344687489336572,0.690307192348025,0.694058148370023,0.830507816211318,1.01745623394332,0.367189800247854,0.72154989527477,-1.00179104484616,1.00901130410089,-0.793095577715724,1.07921378558488,-0.701863462293577,1.13102598948597,-0.477848620367887,1.45143980746646,-0.844811919545824,1.15009648509679,1.47652401980741,1.48171671331882,1.68974323278809,2.03521718799012,1.13482834940606
"42",1,5206,4320.16891213968,0.472773918182043,0.54847994634899,0.667714642147363,0.709606892190249,0.29959869504856,0.536521368876861,0.655948040276437,0.896962789520122,1.0071091522768,0.314023254898076,0.699373812438248,-0.986289854832842,0.942500461756017,-1.05980293434258,0.994268141870437,-0.718401861259686,1.03455274386804,-0.498506326330971,1.26083993358021,-0.850520228325839,0.983467946195808,1.2878551792615,1.4302678315425,1.80454224578372,2.0142688445997,1.09861060461678
"43",1,5211,4232.05545514263,0.52326690599203,0.399796647552345,0.593937536092036,0.678093512504097,0.362231976830291,0.614041345640773,0.43617168107516,0.738258916913188,0.922606787955244,0.388624235228928,0.6577255096185,-0.917381703160297,1.02545114208899,-0.987986350058006,0.939752893605844,-0.700772119565536,1.15741870070334,-0.542797086815675,1.37035188369751,-0.77031441404844,1.15962618197577,1.37704677415633,1.19024573537193,1.54502622840183,1.85120328518109,1.15102879620727
"44",1,5216,4199.51255686852,0.624193875749032,0.419844907447558,0.502054177669396,0.672034744258814,0.169119839609143,0.798948236327353,0.462590150263129,0.580519402980012,0.907517814830345,0.171591530663026,0.630538707775794,-1.04573883147187,0.948706610918851,-0.923546991187826,0.958918684421218,-0.612984918680249,1.112832028107,-0.536566619893749,1.33740704916702,-0.87222371337707,1.28759635231625,1.63831828433059,1.21398964712046,1.33700277723627,1.82358858423444,1.02944365339528
"45",1,5221,4369.51442512875,0.588767431417786,0.453761185875406,0.456253966544915,0.605841373550374,0.172466433200003,0.728399875468894,0.509201332159743,0.512731549708306,0.761503824757963,0.175090088930294,0.590820464180975,-0.811250401954762,1.04480858725795,-1.01648872216353,0.728669201096557,-0.430943677283908,1.01634255733749,-0.502690285749593,1.30676690825873,-0.884476440795277,0.948868076358157,1.5305663785831,1.25928599667326,1.26289364206628,1.57988807512101,1.03065653924162
"46",1,5226,4305.1756345931,0.607960713907256,0.314251803059511,0.48849032734596,0.588872148538697,0.250975889345526,0.765725313974594,0.331021460305887,0.559829828944027,0.728598191320635,0.25927439726989,0.583094012901605,-1.16617582735036,0.957337637775346,-0.815681447790367,0.954122602785675,-0.808360336065088,0.971684220151973,-0.491535264728058,1.61720694200307,-0.830441553882916,1.09514541012307,1.58633525646149,1.10957520718304,1.3134094373755,1.5308553243957,1.06722321307967
"47",1,5231,4307.12707779135,0.690552558249314,0.391207936597383,0.390500368629252,0.685604724032557,0.416475235461189,0.954748427054413,0.425086333448769,0.424179006300068,0.94179835073472,0.458094463917619,0.672453697585148,-0.931950721568734,0.8856077310961,-0.971812607857799,0.972943375939931,-0.465623465439627,1.06930532358711,-0.612290842552123,1.21167269110735,-0.977459883780905,1.05913492286961,1.91154455896287,1.18069839088492,1.17992782938571,1.88698413344664,1.20985053787197
"48",1,5236,4180.35916533152,0.705528248047068,0.269327345490992,0.507378756318821,0.670872598459196,0.368307055104003,0.995550118210241,0.27966119267548,0.588795546190265,0.904662034122331,0.396155091257032,0.667024301212129,-1.10022055905009,0.969416400823241,-0.902511224353164,0.99701796410879,-0.796596444120785,0.896411315229729,-0.614495017083382,1.23042049527036,-0.82527799738981,1.10810047738529,1.99112003786842,1.07821038268867,1.34668019521349,1.81841339598235,1.15693885632887
"49",1,5241,4359.48565204853,0.680391322022714,0.419697598638045,0.452241800131485,0.637316040475442,0.334062920081035,0.928419533924734,0.462393133902516,0.507057009641978,0.827036004703807,0.354424322350091,0.654750334809325,-0.856214241606731,0.973036150155552,-0.767731576115834,0.9889188574646,-0.481591137287374,1.2000524636541,-0.490093516400237,1.07164287023971,-0.767840691224314,1.12685658119974,1.86196283097302,1.21380741028019,1.25710681102706,1.68398855307644,1.12561660027332
"50",1,5246,4390.10377243337,0.61535614881558,0.446539935888421,0.366047066801212,0.661534575630508,0.164296363442818,0.780661933371948,0.499059063288703,0.393346773171063,0.88214647110283,0.166559740032072,0.597035912336567,-0.936429095398368,0.937819205793188,-0.731861667864726,1.11872222442595,-0.634007386985989,0.968971412077069,-0.457328485471071,1.39560217478558,-0.941581394532128,0.968597833461016,1.60943305421603,1.2490599486506,1.15472168396409,1.77818239647918,1.02774214699955
"51",1,5251,4340.88916652371,0.572957113403546,0.505189137151113,0.462111096246748,0.65806972170867,0.296276901384231,0.69908169209009,0.585381311308849,0.521086615126756,0.873980483808818,0.310204432841177,0.641281667077429,-0.992187392353911,1.11623061414612,-0.848344045264182,1.11711745750432,-0.794585975474858,1.0562231525043,-0.370558025049074,1.42181065010244,-0.935404343067216,0.776953582984011,1.48871521221554,1.34267127962967,1.27153126046426,1.7638418860787,1.09622679015432
"52",1,5256,4332.2603376609,0.562119827736024,0.490757386468481,0.466304056674147,0.607381704287095,0.302935161036189,0.67966372586095,0.563249728215962,0.527120886317597,0.76456942859199,0.317871574746801,0.619384462684757,-0.8824356299942,1.14850192285321,-0.737889637475421,1.19904862794884,-0.652131310355038,0.978804714889184,-0.535557370117785,0.973067056028534,-0.881789838659104,0.846471669002199,1.46194278025119,1.31725025633535,1.27785642879225,1.58456641113748,1.10104233803201
"53",1,5261,4385.3421962857,0.556582726503246,0.557362536095937,0.386396007211259,0.604737080208738,0.288494321128715,0.66994217199862,0.671303370387998,0.418933308986281,0.759314367591315,0.301305340162604,0.614105360143018,-0.777013133474845,1.05661096046544,-0.856755384226247,0.930880940773346,-0.750936061435259,0.814720540856245,-0.61837933066423,1.09447822776981,-0.973141682270331,1.13239477201456,1.44882251382223,1.45064821509429,1.17550511737819,1.5765583088306,1.0907849080105
"54",1,5266,4326.47197276673,0.553098379064096,0.580796079421379,0.293768183548215,0.559462745861964,0.365499984309187,0.663891239012287,0.713465673675462,0.307328534485302,0.67498224653746,0.392668166281383,0.602396837307952,-1.09769827509173,0.947272966470606,-0.974963344299458,0.836660147599736,-0.537014360476627,1.09281692849832,-0.768132693217368,1.15266729397022,-0.887400201024196,0.91498909530251,1.44075157723727,1.50903326751318,1.09445082810888,1.45560103314076,1.15418828881078
"55",1,5271,4263.72670497849,0.599841972392583,0.449711763141725,0.388058192944729,0.573912368869687,0.486608350860368,0.74969142089595,0.503498639656205,0.421054155358375,0.700818966652243,0.557002152701869,0.632272017503591,-0.882981124316578,1.00102940655629,-0.991119127738193,1.05126186287742,-0.622017688592908,0.775299405631374,-0.54960577426434,1.01374664925587,-1.05682948065456,0.997140979500694,1.56203722656499,1.25351088013565,1.17728660174455,1.49114722401952,1.31025139811452
"56",1,5276,4191.65800942359,0.519728297774089,0.456767403090676,0.488169057145561,0.673895240852774,0.464792289973742,0.608344924715641,0.513460553507816,0.559346395801724,0.912115179966602,0.524940054593622,0.660400272240954,-0.936763374815123,0.920976686427231,-0.799354344207491,1.03399589370074,-0.703771486121099,0.886419447438348,-0.491883921105574,1.37058252288186,-0.892173506822306,1.1372164616066,1.37008354742728,1.26364174000855,1.31286839049638,1.83195410152551,1.27556206091675
"57",1,5281,4359.36787175942,0.505347419503275,0.543382522672757,0.531776258038503,0.703541003114792,0.375584963166397,0.585627607105179,0.647280630959453,0.627920354189204,0.989989983804372,0.405254466622931,0.679528505093272,-0.993291141350701,1.04685169514745,-0.819957454575293,0.901438597417245,-0.785517074656105,0.969438116369732,-0.59443042892623,1.32133739976555,-0.959771833307503,0.856945764329745,1.34295969420374,1.41897221521527,1.39428397120509,1.98008016803298,1.16423118271784
"58",1,5286,4209.32855605088,0.540845254639329,0.53692646315881,0.613710707410045,0.738985028373355,0.333040183267477,0.643004440954907,0.636448523764353,0.777310483483294,1.09686962220681,0.353203649072499,0.71094763478697,-0.92508429864205,0.923926465441337,-0.722568123012145,0.988030924001091,-0.526175403437093,1.16756660353185,-0.560883521792476,1.48686501560094,-0.867324572133404,1.10669980177823,1.41345471108773,1.40506672340182,1.60421158773303,2.20312296812012,1.12475281771813
"59",1,5291,4292.2884526131,0.584340251057925,0.630277028117274,0.593610214995427,0.734154087503548,0.301431608292753,0.720066471658478,0.81182525270639,0.73763059500766,1.08125563934802,0.316135778732117,0.72894229034969,-0.806684890487297,0.946051481737298,-0.849206703911365,1.0201924386304,-0.503486637147621,1.18236595411843,-0.562686785658622,1.19012237755131,-0.628610421320993,1.05424539651951,1.51849572360669,1.65906024093179,1.54409889469135,2.16911375762189,1.09994183059456
